indication_prescribing_txt_id,condition,episodicity,severity,schedule_code
"24112","Primary biliary cholangitis (previously known as Primary biliary cirrhosis)","null","null","4535"
"24140","giant cell arteritis","null","Active","4535"
"24247","small cell lung cancer","null","Extensive-stage","4535"
"24367","Hyperphenylalaninaemia (HPA) due to tetrahydrobiopterin (BH4) deficiency","null","null","4535"
"24533","Polycythemia vera","null","null","4535"
"24538","hyperkalaemia","Chronic","null","4535"
"24550","Short bowel syndrome with intestinal failure","null","Type III","4535"
"24613","Systemic lupus erythematosus","null","null","4535"
"24811","malignant melanoma","null","Resected Stage IIIB, Stage IIIC or Stage IIID","4535"
"25067","Cystic fibrosis - one residual function (RF) mutation","null","null","4535"
"25070","Cystic fibrosis - homozygous for the F508del mutation","null","null","4535"
"25271","eye inflammation","null","Severe","4535"
"25505","adenocarcinoma of the stomach or gastro-oesophageal junction","null","Metastatic (Stage IV)","4535"
"25628","Cancer pain","null","null","4535"
"25652","pain","Chronic","severe","4535"
"25657","Non-familial hypercholesterolaemia","null","null","4535"
"25812","Paroxysmal nocturnal haemoglobinuria (PNH)","null","null","4535"
"25893","Community acquired pneumonia","null","null","4535"
"25912","asthma","null","Mild","4535"
"26040","Transthyretin amyloid cardiomyopathy","null","null","4535"
"26155","myoclonic epilepsy in infancy (Dravet syndrome)","null","Severe","4535"
"26238","Mycobacterium ulcerans infection (Buruli ulcer)","null","null","4535"
"26344","cutaneous squamous cell carcinoma (CSCC)","null","Metastatic or locally advanced","4535"
"26350","preterm birth","Prevention of","null","4535"
"26510","epithelial ovarian, fallopian tube or primary peritoneal cancer","null","High grade stage III/IV","4535"
"26523","epithelial ovarian, fallopian tube or primary peritoneal cancer","null","High grade","4535"
"26577","spinal muscular atrophy (SMA)","Symptomatic","Type I, II or IIIa","4535"
"26625","spinal muscular atrophy (SMA)","null","Pre-symptomatic","4535"
"26629","Pyridoxine dependent epilepsy","null","null","4535"
"26646","Solid tumours with confirmed neurotrophic tropomyosin receptor kinase (NTRK) gene fusion","null","null","4535"
"26671","multiple myeloma","Relapsed and/or refractory","null","4535"
"26810","CD30 positive peripheral T-cell lymphoma, non-cutaneous type","null","null","4535"
"26831","gastro-oesophageal reflux disease (GORD)","null","Complex","4535"
"27150","Interstitial lung disease","null","Progressive fibrosing","4535"
"27223","hyperphenylalaninaemia (HPA) due to phenylketonuria (PKU)","Maternal","null","4535"
"27257","Idiopathic multicentric Castleman disease (iMCD)","null","null","4535"
"27327","asthma","null","Uncontrolled severe","4535"
"27375","malignant mesothelioma","null","Unresectable","4535"
"27479","deficient mismatch repair (dMMR) colorectal cancer","null","Unresectable or metastatic","4535"
"27615","Chronic graft versus host disease","null","null","4535"
"27759","dry eye disease with keratitis","Chronic","severe","4535"
"28047","hereditary angioedema Types 1 or 2","Chronic treatment of","null","4535"
"28219","Infertility indications other than that of Assisted Reproductive Technology","null","null","4535"
"28624","SARS-CoV-2 infection","null","null","4535"
"28999","Solid tumours (of any type) with confirmed neurotrophic tropomyosin receptor kinase (NTRK) gene fusion where treatment with this drug is/was initiated in a child","null","null","4535"
"29012","Solid tumours (of certain specified types) with confirmed neurotrophic tropomyosin receptor kinase (NTRK) gene fusion","null","null","4535"
"29039","gastro-oesophageal cancers","null","Advanced or metastatic","4535"
"29147","Lambert-Eaton myasthenic syndrome (LEMS)","null","null","4535"
"29152","Waldenstrom macroglobulinaemia","null","null","4535"
"29232","Acute Myeloid Leukaemia","Relapsed or refractory","null","4535"
"29352","growth failure with primary insulin-like growth factor-1 deficiency","null","Severe","4535"
"29499","type IIIB/IIIC spinal muscular atrophy (SMA)","null","Symptomatic","4535"
"29559","X-linked hypophosphataemia","null","null","4535"
"29568","Chelation of elevated copper levels","null","null","4535"
"29613","systemic light chain amyloidosis","Newly diagnosed","null","4535"
"29819","non-small cell lung cancer (NSCLC)","null","Resected early stage (Stage II to IIIA)","4535"
"30199","acute graft versus host disease (aGVHD)","null","Grade II to IV","4535"
"30226","endometrial carcinoma","null","Advanced, metastatic or recurrent","4535"
"30240","chronic graft versus host disease (cGVHD)","null","Moderate to severe","4535"
"30319","Treatment-resistant migraine","null","null","4535"
"30334","rhinosinusitis with nasal polyps (CRSwNP)","Chronic","null","4535"
"30404","carcinoma of the cervix","null","Advanced","4535"
"30409","oesophageal cancer or gastro-oesophageal junction cancer","Adjuvant treatment of","stage II or III","4535"
"30501","The condition must be stable for the prescriber to consider the listed maximum quantity of this medicine suitable for this patient.","null","null","4535"
"30519","Achondroplasia","null","null","4535"
"30542","carcinoma of the prostate","null","Metastatic castration sensitive","4535"
"30739","Chronic kidney disease with Type 2 diabetes","null","null","4535"
"30759","triple negative breast cancer","null","Recurrent, unresectable or metastatic","4535"
"30793","Opioid dependence","null","null","4535"
"30879","leiomyosarcoma or liposarcoma","null","Advanced (unresectable and/or metastatic)","4535"
"31024","Adjuvant management of breast cancer","null","null","4535"
"31311","triple negative breast cancer","null","Stage II or Stage III","4535"
"31359","biliary tract cancer (intrahepatic cholangiocarcinoma, extrahepatic cholangiocarcinoma, and gallbladder cancer)","null","Locally advanced, metastatic or recurrent","4535"
"31381","malignant melanoma","null","Stage IIIB, Stage IIIC or Stage IIID","4535"
"31394","uveal melanoma","null","Advanced (unresectable or metastatic)","4535"
"31742","Symptomatic obstructive hypertrophic cardiomyopathy","null","null","4535"
"31817","non-small cell lung cancer","null","Stage IB, II or IIIA","4535"
"31890","Severe aplastic anaemia","null","null","4535"
"31937","pruritus (itching) associated with chronic kidney disease","null","Moderate to severe","4535"
"32045","Hypocalcaemia","null","null","4535"
"32046","Osteoporosis","null","null","4535"
"32047","calcium malabsorption","null","Proven","4535"
"32168","Urothelial carcinoma","null","null","4535"
"32337","convulsive status epilepticus","null","Generalized","4535"
"32349","Hereditary transthyretin amyloidosis","null","null","4535"
"32370","Neurofibromatosis type 1","null","null","4535"
"32397","non-infectious uveitis","null","Vision threatening","4535"
"32469","Resectable non-small cell lung cancer (NSCLC)","null","null","4535"
"32581","renal cell carcinoma (RCC)","null","Stage IV","4535"
"32582","HER2-low breast cancer","null","Unresectable and/or metastatic","4535"
"32605","Mycosis fungoides cutaneous T-cell lymphoma","null","null","4535"
"32704","Anti-neutrophil cytoplasmic autoantibody (ANCA) associated vasculitis","null","null","4535"
"32740","atherosclerotic cardiovascular disease with hypertriglyceridaemia","null","Established","4535"
"32844","For prescribing by certain health practitioners","null","null","4535"
"32907","Von Hippel-Lindau (VHL) disease","null","null","4535"
"32955","chronic pouchitis","null","Moderate to severe","4535"
"33078","Endogenous Cushing''s syndrome","null","null","4535"
"33091","Paediatric low grade glioma","null","null","4535"
"33092","Paediatric high grade glioma","null","null","4535"
"33231","Precursor B-cell acute lymphoblastic leukaemia (Pre-B-cell ALL)","null","null","4535"
"33315","cholangiocarcinoma","null","Locally advanced or metastatic","4535"
"33322","Fibrodysplasia ossificans progressiva (FOP)","null","null","4535"
"33428","diffuse large B-cell lymphoma (DLBCL)","null","Relapsed or refractory","4535"
"33430","Neuromyelitis optica spectrum disorder (NMOSD)","null","null","4535"
"33519","gastro-oesophageal cancer","null","Advanced or metastatic","4535"
"33520","major depression","null","Treatment resistant","4535"
"33531","Stage IIIB/ IIIC (locally advanced) or Stage IV (metastatic) non-small cell lung cancer (NSCLC)","null","null","4535"
"33546","urothelial carcinoma","null","Unresectable or metastatic","4535"
"33629","ulcerative colitis","null","Mild to moderate","4535"
"33630","ulcerative proctitis","null","Mild to moderate","4535"
"33734","neuroblastoma","null","High-risk","4535"
"33845","Primary hyperoxaluria type 1","null","null","4535"
"33873","malignant melanoma","null","Stage IIIB, IIIC, IIID or Stage IV","4535"
"33874","malignant melanoma","null","Stage III or Stage IV","4535"
"34196","Proliferative diabetic retinopathy (PDR) and/or Diabetic macular oedema (DMO)","null","null","4535"
