criteria_prescribing_txt_id,criteria_type,parameter_relationship,schedule_code
"16277","CLINICAL","ANY","4535"
"16283","CLINICAL","ANY","4535"
"16285","CLINICAL","ANY","4535"
"16316","CLINICAL","ANY","4535"
"16334","CLINICAL","ANY","4535"
"16338","CLINICAL","ANY","4535"
"16346","CLINICAL","ANY","4535"
"16352","CLINICAL","ANY","4535"
"16374","CLINICAL","ANY","4535"
"16376","CLINICAL","ANY","4535"
"16378","CLINICAL","ANY","4535"
"16381","CLINICAL","ANY","4535"
"16385","CLINICAL","ANY","4535"
"16426","TREATMENT","ANY","4535"
"16451","CLINICAL","ANY","4535"
"16545","CLINICAL","ANY","4535"
"16615","CLINICAL","ANY","4535"
"16676","CLINICAL","ANY","4535"
"16685","CLINICAL","ANY","4535"
"16689","CLINICAL","ANY","4535"
"16694","CLINICAL","ANY","4535"
"16752","CLINICAL","ANY","4535"
"16764","CLINICAL","ANY","4535"
"16783","TREATMENT","ANY","4535"
"16790","CLINICAL","ANY","4535"
"16899","CLINICAL","ANY","4535"
"16916","CLINICAL","ANY","4535"
"16921","CLINICAL","ANY","4535"
"16935","CLINICAL","ANY","4535"
"16964","CLINICAL","ANY","4535"
"16976","TREATMENT","ANY","4535"
"16993","TREATMENT","ANY","4535"
"16996","CLINICAL","ANY","4535"
"17077","CLINICAL","ANY","4535"
"17079","CLINICAL","ANY","4535"
"17179","CLINICAL","ANY","4535"
"17181","CLINICAL","ANY","4535"
"17223","CLINICAL","ANY","4535"
"17229","CLINICAL","ANY","4535"
"17237","CLINICAL","ANY","4535"
"17273","CLINICAL","ANY","4535"
"17278","CLINICAL","ANY","4535"
"17307","CLINICAL","ANY","4535"
"17319","CLINICAL","ANY","4535"
"17321","CLINICAL","ANY","4535"
"17325","CLINICAL","ANY","4535"
"17327","CLINICAL","ANY","4535"
"17329","CLINICAL","ANY","4535"
"17345","CLINICAL","ANY","4535"
"17421","CLINICAL","ANY","4535"
"17431","CLINICAL","ANY","4535"
"17434","CLINICAL","ANY","4535"
"17498","CLINICAL","ANY","4535"
"17542","CLINICAL","ANY","4535"
"17550","CLINICAL","ANY","4535"
"17571","CLINICAL","ANY","4535"
"17583","CLINICAL","ANY","4535"
"17597","CLINICAL","ANY","4535"
"17604","CLINICAL","ANY","4535"
"17606","CLINICAL","ANY","4535"
"17608","CLINICAL","ANY","4535"
"17610","CLINICAL","ANY","4535"
"17614","CLINICAL","ANY","4535"
"17616","CLINICAL","ANY","4535"
"17618","CLINICAL","ANY","4535"
"17620","CLINICAL","ANY","4535"
"17622","CLINICAL","ANY","4535"
"17630","CLINICAL","ANY","4535"
"17632","CLINICAL","ANY","4535"
"17636","CLINICAL","ANY","4535"
"17643","CLINICAL","ANY","4535"
"17662","CLINICAL","ANY","4535"
"17664","CLINICAL","ANY","4535"
"17695","CLINICAL","ANY","4535"
"17702","CLINICAL","ANY","4535"
"17707","TREATMENT","ANY","4535"
"17715","CLINICAL","ANY","4535"
"17719","CLINICAL","ANY","4535"
"17732","CLINICAL","ANY","4535"
"17751","CLINICAL","ANY","4535"
"17755","CLINICAL","ANY","4535"
"17775","CLINICAL","ANY","4535"
"17866","CLINICAL","ANY","4535"
"17897","CLINICAL","ANY","4535"
"18008","TREATMENT","ANY","4535"
"18011","CLINICAL","ANY","4535"
"18018","CLINICAL","ANY","4535"
"18020","CLINICAL","ANY","4535"
"18066","POPULATION","ANY","4535"
"18085","CLINICAL","ANY","4535"
"18097","CLINICAL","ANY","4535"
"18099","CLINICAL","ANY","4535"
"18108","CLINICAL","ANY","4535"
"18130","CLINICAL","ANY","4535"
"18132","CLINICAL","ANY","4535"
"18135","CLINICAL","ANY","4535"
"18170","CLINICAL","ANY","4535"
"18202","CLINICAL","ANY","4535"
"18209","CLINICAL","ANY","4535"
"18278","CLINICAL","ANY","4535"
"18289","CLINICAL","ANY","4535"
"18320","CLINICAL","ANY","4535"
"18322","CLINICAL","ANY","4535"
"18330","CLINICAL","ANY","4535"
"18333","CLINICAL","ANY","4535"
"18335","CLINICAL","ANY","4535"
"18390","CLINICAL","ANY","4535"
"18392","CLINICAL","ANY","4535"
"18394","CLINICAL","ANY","4535"
"18397","CLINICAL","ANY","4535"
"18404","CLINICAL","ANY","4535"
"18414","CLINICAL","ANY","4535"
"18426","CLINICAL","ANY","4535"
"18428","CLINICAL","ANY","4535"
"18433","CLINICAL","ANY","4535"
"18435","CLINICAL","ANY","4535"
"18437","CLINICAL","ANY","4535"
"18441","CLINICAL","ANY","4535"
"18452","CLINICAL","ANY","4535"
"18454","CLINICAL","ANY","4535"
"18456","CLINICAL","ANY","4535"
"18458","CLINICAL","ANY","4535"
"18461","CLINICAL","ANY","4535"
"18478","CLINICAL","ANY","4535"
"18487","CLINICAL","ANY","4535"
"18496","CLINICAL","ANY","4535"
"18498","CLINICAL","ANY","4535"
"18499","CLINICAL","ANY","4535"
"18500","CLINICAL","ANY","4535"
"18505","CLINICAL","ANY","4535"
"18514","TREATMENT","ANY","4535"
"18601","CLINICAL","ANY","4535"
"18637","CLINICAL","ANY","4535"
"18699","CLINICAL","ANY","4535"
"18703","CLINICAL","ANY","4535"
"18715","CLINICAL","ANY","4535"
"18749","CLINICAL","ANY","4535"
"18779","CLINICAL","ANY","4535"
"18781","CLINICAL","ANY","4535"
"18787","CLINICAL","ANY","4535"
"18792","CLINICAL","ANY","4535"
"18794","CLINICAL","ANY","4535"
"18802","CLINICAL","ANY","4535"
"18808","CLINICAL","ANY","4535"
"18817","CLINICAL","ANY","4535"
"18850","CLINICAL","ANY","4535"
"18913","CLINICAL","ANY","4535"
"18916","CLINICAL","ANY","4535"
"18919","CLINICAL","ANY","4535"
"18922","CLINICAL","ANY","4535"
"18925","CLINICAL","ANY","4535"
"18928","CLINICAL","ANY","4535"
"18960","CLINICAL","ANY","4535"
"18986","TREATMENT","ANY","4535"
"18993","CLINICAL","ANY","4535"
"19154","CLINICAL","ANY","4535"
"19156","CLINICAL","ANY","4535"
"19158","CLINICAL","ANY","4535"
"19197","CLINICAL","ANY","4535"
"19201","CLINICAL","ANY","4535"
"19262","CLINICAL","ANY","4535"
"19265","CLINICAL","ANY","4535"
"19287","CLINICAL","ANY","4535"
"19289","CLINICAL","ANY","4535"
"19294","CLINICAL","ANY","4535"
"19302","CLINICAL","ANY","4535"
"19309","CLINICAL","ANY","4535"
"19311","CLINICAL","ANY","4535"
"19313","CLINICAL","ANY","4535"
"19316","CLINICAL","ANY","4535"
"19320","CLINICAL","ANY","4535"
"19322","CLINICAL","ANY","4535"
"19328","CLINICAL","ANY","4535"
"19332","CLINICAL","ANY","4535"
"19334","CLINICAL","ANY","4535"
"19338","CLINICAL","ANY","4535"
"19343","CLINICAL","ANY","4535"
"19351","CLINICAL","ANY","4535"
"19455","CLINICAL","ANY","4535"
"19465","CLINICAL","ANY","4535"
"19496","CLINICAL","ANY","4535"
"19569","CLINICAL","ANY","4535"
"19573","CLINICAL","ANY","4535"
"19579","CLINICAL","ANY","4535"
"19588","CLINICAL","ANY","4535"
"19591","CLINICAL","ANY","4535"
"19609","CLINICAL","ANY","4535"
"19633","POPULATION","ANY","4535"
"19637","CLINICAL","ANY","4535"
"19699","CLINICAL","ANY","4535"
"19705","CLINICAL","ANY","4535"
"19720","CLINICAL","ANY","4535"
"19744","POPULATION","ANY","4535"
"19801","CLINICAL","ANY","4535"
"19813","CLINICAL","ANY","4535"
"19815","CLINICAL","ANY","4535"
"19817","CLINICAL","ANY","4535"
"19825","CLINICAL","ANY","4535"
"19863","CLINICAL","ANY","4535"
"19866","CLINICAL","ANY","4535"
"19868","CLINICAL","ANY","4535"
"19870","CLINICAL","ANY","4535"
"19887","CLINICAL","ANY","4535"
"19890","CLINICAL","ANY","4535"
"19895","CLINICAL","ANY","4535"
"19903","CLINICAL","ANY","4535"
"19906","CLINICAL","ANY","4535"
"19908","CLINICAL","ANY","4535"
"19911","CLINICAL","ANY","4535"
"19913","TREATMENT","ANY","4535"
"19923","CLINICAL","ANY","4535"
"19936","CLINICAL","ANY","4535"
"20012","CLINICAL","ANY","4535"
"20066","CLINICAL","ANY","4535"
"20078","CLINICAL","ANY","4535"
"20126","CLINICAL","ANY","4535"
"20173","CLINICAL","ANY","4535"
"20192","CLINICAL","ANY","4535"
"20196","CLINICAL","ANY","4535"
"20223","CLINICAL","ANY","4535"
"20236","CLINICAL","ANY","4535"
"20239","CLINICAL","ANY","4535"
"20242","CLINICAL","ANY","4535"
"20245","CLINICAL","ANY","4535"
"20247","CLINICAL","ANY","4535"
"20251","CLINICAL","ANY","4535"
"20255","CLINICAL","ANY","4535"
"20258","CLINICAL","ANY","4535"
"20261","CLINICAL","ANY","4535"
"20267","CLINICAL","ANY","4535"
"20302","CLINICAL","ANY","4535"
"20350","CLINICAL","ANY","4535"
"20353","CLINICAL","ANY","4535"
"20356","CLINICAL","ANY","4535"
"20358","CLINICAL","ANY","4535"
"20360","CLINICAL","ANY","4535"
"20362","CLINICAL","ANY","4535"
"20370","CLINICAL","ANY","4535"
"20376","CLINICAL","ANY","4535"
"20378","CLINICAL","ANY","4535"
"20394","CLINICAL","ANY","4535"
"20430","CLINICAL","ANY","4535"
"20434","CLINICAL","ANY","4535"
"20436","CLINICAL","ANY","4535"
"20438","CLINICAL","ANY","4535"
"20454","CLINICAL","ANY","4535"
"20466","CLINICAL","ANY","4535"
"20470","CLINICAL","ANY","4535"
"20472","CLINICAL","ANY","4535"
"20477","CLINICAL","ANY","4535"
"20481","CLINICAL","ANY","4535"
"20499","POPULATION","ANY","4535"
"20532","CLINICAL","ANY","4535"
"20557","CLINICAL","ANY","4535"
"20559","CLINICAL","ANY","4535"
"20565","CLINICAL","ANY","4535"
"20586","CLINICAL","ANY","4535"
"20601","TREATMENT","ANY","4535"
"20603","TREATMENT","ANY","4535"
"20605","TREATMENT","ANY","4535"
"20617","CLINICAL","ANY","4535"
"20677","TREATMENT","ANY","4535"
"20699","CLINICAL","ANY","4535"
"20702","CLINICAL","ANY","4535"
"20709","CLINICAL","ANY","4535"
"20724","CLINICAL","ANY","4535"
"20732","CLINICAL","ANY","4535"
"20734","CLINICAL","ANY","4535"
"20737","CLINICAL","ANY","4535"
"20740","CLINICAL","ANY","4535"
"20745","CLINICAL","ANY","4535"
"20747","CLINICAL","ANY","4535"
"20748","TREATMENT","ANY","4535"
"20777","CLINICAL","ANY","4535"
"20780","CLINICAL","ANY","4535"
"20782","CLINICAL","ANY","4535"
"20826","CLINICAL","ANY","4535"
"20832","CLINICAL","ANY","4535"
"20840","CLINICAL","ANY","4535"
"20872","CLINICAL","ANY","4535"
"20882","CLINICAL","ANY","4535"
"20904","CLINICAL","ANY","4535"
"20921","CLINICAL","ANY","4535"
"20970","CLINICAL","ANY","4535"
"20974","CLINICAL","ANY","4535"
"21012","CLINICAL","ANY","4535"
"21020","CLINICAL","ANY","4535"
"21045","CLINICAL","ANY","4535"
"21060","CLINICAL","ANY","4535"
"21074","CLINICAL","ANY","4535"
"21086","CLINICAL","ANY","4535"
"21088","CLINICAL","ANY","4535"
"21090","CLINICAL","ANY","4535"
"21104","CLINICAL","ANY","4535"
"21121","CLINICAL","ANY","4535"
"21213","CLINICAL","ANY","4535"
"21218","CLINICAL","ANY","4535"
"21261","CLINICAL","ANY","4535"
"21292","CLINICAL","ANY","4535"
"21297","CLINICAL","ANY","4535"
"21336","CLINICAL","ANY","4535"
"21339","CLINICAL","ANY","4535"
"21343","CLINICAL","ANY","4535"
"21405","CLINICAL","ANY","4535"
"21408","CLINICAL","ANY","4535"
"21415","CLINICAL","ANY","4535"
"21417","CLINICAL","ANY","4535"
"21418","POPULATION","ANY","4535"
"21420","CLINICAL","ANY","4535"
"21440","CLINICAL","ANY","4535"
"21450","CLINICAL","ANY","4535"
"21473","CLINICAL","ANY","4535"
"21475","CLINICAL","ANY","4535"
"21492","CLINICAL","ANY","4535"
"21499","CLINICAL","ANY","4535"
"21503","CLINICAL","ANY","4535"
"21505","CLINICAL","ANY","4535"
"21513","CLINICAL","ANY","4535"
"21535","CLINICAL","ANY","4535"
"21539","CLINICAL","ANY","4535"
"21552","CLINICAL","ANY","4535"
"21573","CLINICAL","ANY","4535"
"21592","CLINICAL","ANY","4535"
"21594","CLINICAL","ANY","4535"
"21601","CLINICAL","ANY","4535"
"21603","CLINICAL","ANY","4535"
"21613","CLINICAL","ANY","4535"
"21632","CLINICAL","ANY","4535"
"21639","CLINICAL","ANY","4535"
"21642","CLINICAL","ANY","4535"
"21672","CLINICAL","ANY","4535"
"21690","CLINICAL","ANY","4535"
"21736","CLINICAL","ANY","4535"
"21759","CLINICAL","ANY","4535"
"21761","CLINICAL","ANY","4535"
"21807","CLINICAL","ANY","4535"
"21809","CLINICAL","ANY","4535"
"21814","CLINICAL","ANY","4535"
"21826","CLINICAL","ANY","4535"
"21894","CLINICAL","ANY","4535"
"21912","CLINICAL","ANY","4535"
"21914","CLINICAL","ANY","4535"
"21932","TREATMENT","ANY","4535"
"21982","CLINICAL","ANY","4535"
"21987","CLINICAL","ANY","4535"
"21995","CLINICAL","ANY","4535"
"22004","CLINICAL","ANY","4535"
"22007","CLINICAL","ANY","4535"
"22009","CLINICAL","ANY","4535"
"22020","CLINICAL","ANY","4535"
"22036","CLINICAL","ANY","4535"
"22054","CLINICAL","ANY","4535"
"22066","CLINICAL","ANY","4535"
"22079","CLINICAL","ANY","4535"
"22083","POPULATION","ANY","4535"
"22093","TREATMENT","ANY","4535"
"22104","CLINICAL","ANY","4535"
"22123","CLINICAL","ANY","4535"
"22154","CLINICAL","ANY","4535"
"22195","CLINICAL","ANY","4535"
"22196","CLINICAL","ANY","4535"
"22201","POPULATION","ANY","4535"
"22211","CLINICAL","ANY","4535"
"22213","CLINICAL","ANY","4535"
"22219","CLINICAL","ANY","4535"
"22228","CLINICAL","ANY","4535"
"22230","CLINICAL","ANY","4535"
"22241","CLINICAL","ANY","4535"
"22252","CLINICAL","ANY","4535"
"22277","CLINICAL","ANY","4535"
"22296","CLINICAL","ANY","4535"
"22300","CLINICAL","ANY","4535"
"22307","CLINICAL","ANY","4535"
"22316","CLINICAL","ANY","4535"
"22395","CLINICAL","ANY","4535"
"22397","TREATMENT","ANY","4535"
"22401","CLINICAL","ANY","4535"
"22435","POPULATION","ANY","4535"
"22441","CLINICAL","ANY","4535"
"22461","CLINICAL","ANY","4535"
"22512","CLINICAL","ANY","4535"
"22519","CLINICAL","ANY","4535"
"22539","CLINICAL","ANY","4535"
"22565","CLINICAL","ANY","4535"
"22573","CLINICAL","ANY","4535"
"22594","CLINICAL","ANY","4535"
"22601","CLINICAL","ANY","4535"
"22611","CLINICAL","ANY","4535"
"22616","POPULATION","ANY","4535"
"22637","CLINICAL","ANY","4535"
"22650","CLINICAL","ANY","4535"
"22652","CLINICAL","ANY","4535"
"22654","CLINICAL","ANY","4535"
"22666","CLINICAL","ANY","4535"
"22668","CLINICAL","ANY","4535"
"22670","CLINICAL","ANY","4535"
"22675","CLINICAL","ANY","4535"
"22677","CLINICAL","ANY","4535"
"22678","CLINICAL","ANY","4535"
"22681","CLINICAL","ANY","4535"
"22686","CLINICAL","ANY","4535"
"22688","TREATMENT","ANY","4535"
"22690","TREATMENT","ANY","4535"
"22692","POPULATION","ANY","4535"
"22694","CLINICAL","ANY","4535"
"22710","CLINICAL","ANY","4535"
"22738","CLINICAL","ANY","4535"
"22743","TREATMENT","ANY","4535"
"22768","CLINICAL","ANY","4535"
"22770","CLINICAL","ANY","4535"
"22792","TREATMENT","ANY","4535"
"22831","CLINICAL","ANY","4535"
"22852","CLINICAL","ANY","4535"
"22958","CLINICAL","ANY","4535"
"22968","CLINICAL","ANY","4535"
"22972","CLINICAL","ANY","4535"
"22974","CLINICAL","ANY","4535"
"22976","CLINICAL","ANY","4535"
"22978","CLINICAL","ANY","4535"
"22980","CLINICAL","ANY","4535"
"22982","CLINICAL","ANY","4535"
"22984","CLINICAL","ANY","4535"
"22985","TREATMENT","ANY","4535"
"22993","CLINICAL","ANY","4535"
"22995","POPULATION","ANY","4535"
"22999","CLINICAL","ANY","4535"
"23001","CLINICAL","ANY","4535"
"23002","CLINICAL","ANY","4535"
"23003","CLINICAL","ANY","4535"
"23004","CLINICAL","ANY","4535"
"23016","CLINICAL","ANY","4535"
"23018","CLINICAL","ANY","4535"
"23061","CLINICAL","ANY","4535"
"23067","CLINICAL","ANY","4535"
"23069","CLINICAL","ANY","4535"
"23084","CLINICAL","ANY","4535"
"23089","CLINICAL","ANY","4535"
"23102","CLINICAL","ANY","4535"
"23107","CLINICAL","ANY","4535"
"23110","CLINICAL","ANY","4535"
"23113","CLINICAL","ANY","4535"
"23131","CLINICAL","ANY","4535"
"23132","CLINICAL","ANY","4535"
"23133","CLINICAL","ANY","4535"
"23142","CLINICAL","ANY","4535"
"23146","CLINICAL","ANY","4535"
"23148","CLINICAL","ANY","4535"
"23150","CLINICAL","ANY","4535"
"23238","CLINICAL","ANY","4535"
"23275","CLINICAL","ANY","4535"
"23285","CLINICAL","ANY","4535"
"23294","CLINICAL","ANY","4535"
"23295","CLINICAL","ANY","4535"
"23296","CLINICAL","ANY","4535"
"23297","CLINICAL","ANY","4535"
"23298","CLINICAL","ANY","4535"
"23299","CLINICAL","ANY","4535"
"23303","CLINICAL","ANY","4535"
"23305","CLINICAL","ANY","4535"
"23307","CLINICAL","ANY","4535"
"23309","CLINICAL","ANY","4535"
"23317","CLINICAL","ANY","4535"
"23323","CLINICAL","ANY","4535"
"23330","CLINICAL","ANY","4535"
"23352","CLINICAL","ANY","4535"
"23356","CLINICAL","ANY","4535"
"23361","CLINICAL","ANY","4535"
"23370","CLINICAL","ANY","4535"
"23374","CLINICAL","ANY","4535"
"23381","CLINICAL","ANY","4535"
"23385","CLINICAL","ANY","4535"
"23391","CLINICAL","ANY","4535"
"23394","CLINICAL","ANY","4535"
"23397","CLINICAL","ANY","4535"
"23398","CLINICAL","ANY","4535"
"23403","CLINICAL","ANY","4535"
"23408","CLINICAL","ANY","4535"
"23414","CLINICAL","ANY","4535"
"23421","CLINICAL","ANY","4535"
"23429","CLINICAL","ANY","4535"
"23441","CLINICAL","ANY","4535"
"23446","CLINICAL","ANY","4535"
"23452","CLINICAL","ANY","4535"
"23453","CLINICAL","ANY","4535"
"23463","CLINICAL","ANY","4535"
"23466","CLINICAL","ANY","4535"
"23476","CLINICAL","ANY","4535"
"23481","CLINICAL","ANY","4535"
"23490","CLINICAL","ANY","4535"
"23499","CLINICAL","ANY","4535"
"23501","CLINICAL","ANY","4535"
"23538","CLINICAL","ANY","4535"
"23551","CLINICAL","ANY","4535"
"23574","CLINICAL","ANY","4535"
"23582","CLINICAL","ANY","4535"
"23588","CLINICAL","ANY","4535"
"23591","CLINICAL","ANY","4535"
"23596","CLINICAL","ANY","4535"
"23598","CLINICAL","ANY","4535"
"23599","CLINICAL","ANY","4535"
"23603","CLINICAL","ANY","4535"
"23605","CLINICAL","ANY","4535"
"23620","CLINICAL","ANY","4535"
"23622","CLINICAL","ANY","4535"
"23632","CLINICAL","ANY","4535"
"23635","CLINICAL","ANY","4535"
"23640","CLINICAL","ANY","4535"
"23656","CLINICAL","ANY","4535"
"23661","CLINICAL","ANY","4535"
"23663","CLINICAL","ANY","4535"
"23677","CLINICAL","ANY","4535"
"23679","CLINICAL","ANY","4535"
"23680","CLINICAL","ANY","4535"
"23682","CLINICAL","ANY","4535"
"23685","CLINICAL","ANY","4535"
"23692","CLINICAL","ANY","4535"
"23696","CLINICAL","ANY","4535"
"23716","CLINICAL","ANY","4535"
"23722","CLINICAL","ANY","4535"
"23732","CLINICAL","ANY","4535"
"23753","CLINICAL","ANY","4535"
"23760","CLINICAL","ANY","4535"
"23762","CLINICAL","ANY","4535"
"23768","CLINICAL","ANY","4535"
"23770","CLINICAL","ANY","4535"
"23812","CLINICAL","ANY","4535"
"23822","CLINICAL","ANY","4535"
"23836","CLINICAL","ANY","4535"
"23853","CLINICAL","ANY","4535"
"23857","CLINICAL","ANY","4535"
"23869","TREATMENT","ANY","4535"
"23873","CLINICAL","ANY","4535"
"23895","CLINICAL","ANY","4535"
"23945","CLINICAL","ANY","4535"
"23947","CLINICAL","ANY","4535"
"23956","CLINICAL","ANY","4535"
"23959","CLINICAL","ANY","4535"
"23961","CLINICAL","ANY","4535"
"23970","CLINICAL","ANY","4535"
"23979","CLINICAL","ANY","4535"
"23982","CLINICAL","ANY","4535"
"23986","CLINICAL","ANY","4535"
"23988","TREATMENT","ANY","4535"
"23993","CLINICAL","ANY","4535"
"23995","CLINICAL","ANY","4535"
"24003","CLINICAL","ANY","4535"
"24015","CLINICAL","ANY","4535"
"24023","CLINICAL","ANY","4535"
"24029","CLINICAL","ANY","4535"
"24038","CLINICAL","ANY","4535"
"24059","CLINICAL","ANY","4535"
"24072","CLINICAL","ANY","4535"
"24106","CLINICAL","ANY","4535"
"24135","CLINICAL","ANY","4535"
"24142","TREATMENT","ANY","4535"
"24144","CLINICAL","ANY","4535"
"24148","CLINICAL","ANY","4535"
"24150","CLINICAL","ANY","4535"
"24155","CLINICAL","ANY","4535"
"24157","POPULATION","ANY","4535"
"24174","CLINICAL","ANY","4535"
"24176","CLINICAL","ANY","4535"
"24179","CLINICAL","ANY","4535"
"24183","CLINICAL","ANY","4535"
"24188","CLINICAL","ANY","4535"
"24200","CLINICAL","ANY","4535"
"24242","CLINICAL","ANY","4535"
"24244","CLINICAL","ANY","4535"
"24295","CLINICAL","ANY","4535"
"24303","CLINICAL","ANY","4535"
"24315","CLINICAL","ANY","4535"
"24321","CLINICAL","ANY","4535"
"24327","CLINICAL","ANY","4535"
"24329","CLINICAL","ANY","4535"
"24335","CLINICAL","ANY","4535"
"24340","CLINICAL","ANY","4535"
"24346","CLINICAL","ANY","4535"
"24348","CLINICAL","ANY","4535"
"24351","CLINICAL","ANY","4535"
"24393","CLINICAL","ANY","4535"
"24418","CLINICAL","ANY","4535"
"24431","POPULATION","ANY","4535"
"24434","CLINICAL","ANY","4535"
"24436","CLINICAL","ANY","4535"
"24438","CLINICAL","ANY","4535"
"24445","TREATMENT","ANY","4535"
"24492","CLINICAL","ANY","4535"
"24496","CLINICAL","ANY","4535"
"24513","CLINICAL","ANY","4535"
"24535","POPULATION","ANY","4535"
"24541","CLINICAL","ANY","4535"
"24557","TREATMENT","ANY","4535"
"24559","CLINICAL","ANY","4535"
"24561","CLINICAL","ANY","4535"
"24563","CLINICAL","ANY","4535"
"24565","CLINICAL","ANY","4535"
"24567","TREATMENT","ANY","4535"
"24571","CLINICAL","ANY","4535"
"24573","CLINICAL","ANY","4535"
"24575","CLINICAL","ANY","4535"
"24577","CLINICAL","ANY","4535"
"24579","CLINICAL","ANY","4535"
"24585","TREATMENT","ANY","4535"
"24587","CLINICAL","ANY","4535"
"24591","TREATMENT","ANY","4535"
"24600","CLINICAL","ANY","4535"
"24606","CLINICAL","ANY","4535"
"24608","CLINICAL","ANY","4535"
"24617","CLINICAL","ANY","4535"
"24642","CLINICAL","ANY","4535"
"24648","CLINICAL","ANY","4535"
"24660","CLINICAL","ANY","4535"
"24665","CLINICAL","ANY","4535"
"24681","CLINICAL","ANY","4535"
"24683","CLINICAL","ANY","4535"
"24686","CLINICAL","ANY","4535"
"24694","CLINICAL","ANY","4535"
"24698","CLINICAL","ANY","4535"
"24702","CLINICAL","ANY","4535"
"24708","CLINICAL","ANY","4535"
"24716","CLINICAL","ANY","4535"
"24755","CLINICAL","ANY","4535"
"24774","CLINICAL","ANY","4535"
"24778","CLINICAL","ANY","4535"
"24785","CLINICAL","ANY","4535"
"24787","CLINICAL","ANY","4535"
"24793","CLINICAL","ANY","4535"
"24796","CLINICAL","ANY","4535"
"24801","CLINICAL","ANY","4535"
"24803","CLINICAL","ANY","4535"
"24805","CLINICAL","ANY","4535"
"24813","CLINICAL","ANY","4535"
"24815","CLINICAL","ANY","4535"
"24817","CLINICAL","ANY","4535"
"24823","CLINICAL","ANY","4535"
"24826","CLINICAL","ANY","4535"
"24827","CLINICAL","ANY","4535"
"24838","CLINICAL","ANY","4535"
"24860","CLINICAL","ANY","4535"
"24868","CLINICAL","ANY","4535"
"24870","CLINICAL","ANY","4535"
"24876","CLINICAL","ANY","4535"
"24885","CLINICAL","ANY","4535"
"24891","CLINICAL","ANY","4535"
"24892","CLINICAL","ANY","4535"
"24893","CLINICAL","ANY","4535"
"24913","TREATMENT","ANY","4535"
"24939","CLINICAL","ANY","4535"
"24993","POPULATION","ANY","4535"
"25003","CLINICAL","ANY","4535"
"25015","CLINICAL","ANY","4535"
"25017","CLINICAL","ANY","4535"
"25019","CLINICAL","ANY","4535"
"25035","CLINICAL","ANY","4535"
"25039","CLINICAL","ANY","4535"
"25055","CLINICAL","ANY","4535"
"25069","CLINICAL","ANY","4535"
"25073","CLINICAL","ANY","4535"
"25093","CLINICAL","ANY","4535"
"25155","CLINICAL","ANY","4535"
"25162","CLINICAL","ANY","4535"
"25164","CLINICAL","ANY","4535"
"25171","POPULATION","ANY","4535"
"25173","CLINICAL","ANY","4535"
"25175","CLINICAL","ANY","4535"
"25177","CLINICAL","ANY","4535"
"25187","CLINICAL","ANY","4535"
"25191","CLINICAL","ANY","4535"
"25200","CLINICAL","ANY","4535"
"25202","CLINICAL","ANY","4535"
"25204","CLINICAL","ANY","4535"
"25220","CLINICAL","ANY","4535"
"25223","CLINICAL","ANY","4535"
"25225","CLINICAL","ANY","4535"
"25273","CLINICAL","ANY","4535"
"25277","CLINICAL","ANY","4535"
"25312","CLINICAL","ANY","4535"
"25314","CLINICAL","ANY","4535"
"25316","CLINICAL","ANY","4535"
"25319","CLINICAL","ANY","4535"
"25324","CLINICAL","ANY","4535"
"25333","TREATMENT","ANY","4535"
"25340","CLINICAL","ANY","4535"
"25342","CLINICAL","ANY","4535"
"25350","CLINICAL","ANY","4535"
"25352","CLINICAL","ANY","4535"
"25354","CLINICAL","ANY","4535"
"25367","CLINICAL","ANY","4535"
"25369","CLINICAL","ANY","4535"
"25414","CLINICAL","ANY","4535"
"25416","CLINICAL","ANY","4535"
"25434","CLINICAL","ANY","4535"
"25452","TREATMENT","ANY","4535"
"25453","CLINICAL","ANY","4535"
"25471","CLINICAL","ANY","4535"
"25495","CLINICAL","ANY","4535"
"25498","CLINICAL","ANY","4535"
"25499","CLINICAL","ANY","4535"
"25501","CLINICAL","ANY","4535"
"25504","CLINICAL","ANY","4535"
"25506","CLINICAL","ANY","4535"
"25508","CLINICAL","ANY","4535"
"25510","CLINICAL","ANY","4535"
"25552","CLINICAL","ANY","4535"
"25555","CLINICAL","ANY","4535"
"25559","CLINICAL","ANY","4535"
"25561","CLINICAL","ANY","4535"
"25576","CLINICAL","ANY","4535"
"25578","CLINICAL","ANY","4535"
"25580","CLINICAL","ANY","4535"
"25583","CLINICAL","ANY","4535"
"25596","CLINICAL","ANY","4535"
"25626","CLINICAL","ANY","4535"
"25631","CLINICAL","ANY","4535"
"25659","CLINICAL","ANY","4535"
"25666","CLINICAL","ANY","4535"
"25667","CLINICAL","ANY","4535"
"25697","CLINICAL","ANY","4535"
"25725","CLINICAL","ANY","4535"
"25742","CLINICAL","ANY","4535"
"25752","CLINICAL","ANY","4535"
"25832","CLINICAL","ANY","4535"
"25846","CLINICAL","ANY","4535"
"25848","CLINICAL","ANY","4535"
"25850","CLINICAL","ANY","4535"
"25852","CLINICAL","ANY","4535"
"25890","CLINICAL","ANY","4535"
"25892","CLINICAL","ANY","4535"
"25894","CLINICAL","ANY","4535"
"25914","CLINICAL","ANY","4535"
"25916","CLINICAL","ANY","4535"
"25922","TREATMENT","ANY","4535"
"25923","CLINICAL","ANY","4535"
"25973","CLINICAL","ANY","4535"
"25996","CLINICAL","ANY","4535"
