atc_code,atc_description,atc_level,atc_parent_code,schedule_code
"C01BG01","moracizine","5","C01BG","4535"
"C01BG07","cibenzoline","5","C01BG","4535"
"C01BG11","vernakalant","5","C01BG","4535"
"C01C","CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES","3","C01","4535"
"C01CA","Adrenergic and dopaminergic agents","4","C01C","4535"
"C01CA01","etilefrine","5","C01CA","4535"
"C01CA02","isoprenaline","5","C01CA","4535"
"C01CA03","norepinephrine","5","C01CA","4535"
"C01CA04","dopamine","5","C01CA","4535"
"C01CA05","norfenefrine","5","C01CA","4535"
"C01CA06","phenylephrine","5","C01CA","4535"
"C01CA07","dobutamine","5","C01CA","4535"
"C01CA08","oxedrine","5","C01CA","4535"
"C01CA09","metaraminol","5","C01CA","4535"
"C01CA10","methoxamine","5","C01CA","4535"
"C01CA11","mephentermine","5","C01CA","4535"
"C01CA12","dimetofrine","5","C01CA","4535"
"C01CA13","prenalterol","5","C01CA","4535"
"C01CA14","dopexamine","5","C01CA","4535"
"C01CA15","gepefrine","5","C01CA","4535"
"C01CA16","ibopamine","5","C01CA","4535"
"C01CA17","midodrine","5","C01CA","4535"
"C01CA18","octopamine","5","C01CA","4535"
"C01CA19","fenoldopam","5","C01CA","4535"
"C01CA21","cafedrine","5","C01CA","4535"
"C01CA22","arbutamine","5","C01CA","4535"
"C01CA23","theodrenaline","5","C01CA","4535"
"C01CA24","epinephrine","5","C01CA","4535"
"C01CA25","amezinium metilsulfate","5","C01CA","4535"
"C01CA26","ephedrine","5","C01CA","4535"
"C01CA27","droxidopa","5","C01CA","4535"
"C01CA28","centhaquine","5","C01CA","4535"
"C01CA30","combinations","5","C01CA","4535"
"C01CA51","etilefrine, combinations","5","C01CA","4535"
"C01CC","Respiratory stimulants","4","C01C","4535"
"C01CC01","Doxapram","5","C01CC","4535"
"C01CC02","Nikethamide","5","C01CC","4535"
"C01CC03","Pentetrazol","5","C01CC","4535"
"C01CC04","Etamivan","5","C01CC","4535"
"C01CC05","Bemegride","5","C01CC","4535"
"C01CC06","Prethcamide","5","C01CC","4535"
"C01CC07","Almitrine","5","C01CC","4535"
"C01CC52","Nikethamide, combinations","5","C01CC","4535"
"C01CC53","Pentetrazol, combinations","5","C01CC","4535"
"C01CE","Phosphodiesterase inhibitors","4","C01C","4535"
"C01CE01","amrinone","5","C01CE","4535"
"C01CE02","milrinone","5","C01CE","4535"
"C01CE03","enoximone","5","C01CE","4535"
"C01CE04","bucladesine","5","C01CE","4535"
"C01CX","Other cardiac stimulants","4","C01C","4535"
"C01CX06","angiotensinamide","5","C01CX","4535"
"C01CX07","xamoterol","5","C01CX","4535"
"C01CX08","levosimendan","5","C01CX","4535"
"C01CX09","angiotensin II","5","C01CX","4535"
"C01CX10","omecamtiv mecarbil","5","C01CX","4535"
"C01D","VASODILATORS USED IN CARDIAC DISEASES","3","C01","4535"
"C01DA","Organic nitrates","4","C01D","4535"
"C01DA02","glyceryl trinitrate","5","C01DA","4535"
"C01DA03","Itramin tosilate","5","C01DA","4535"
"C01DA04","methylpropylpropanediol dinitrate","5","C01DA","4535"
"C01DA05","pentaerithrityl tetranitrate","5","C01DA","4535"
"C01DA06","Prenylamine","5","C01DA","4535"
"C01DA07","propatylnitrate","5","C01DA","4535"
"C01DA08","isosorbide dinitrate","5","C01DA","4535"
"C01DA09","trolnitrate","5","C01DA","4535"
"C01DA11","Oxyfedrine","5","C01DA","4535"
"C01DA12","Benziodarone","5","C01DA","4535"
"C01DA13","eritrityl tetranitrate","5","C01DA","4535"
"C01DA14","isosorbide mononitrate","5","C01DA","4535"
"C01DA19","Carbocromen","5","C01DA","4535"
"C01DA20","organic nitrates in combination","5","C01DA","4535"
"C01DA22","Hexobendine","5","C01DA","4535"
"C01DA23","Etafenone","5","C01DA","4535"
"C01DA24","Heptaminol","5","C01DA","4535"
"C01DA25","Imolamine","5","C01DA","4535"
"C01DA27","Dilazep","5","C01DA","4535"
"C01DA32","Trapidil","5","C01DA","4535"
"C01DA34","Molsidomine","5","C01DA","4535"
"C01DA36","Efloxate","5","C01DA","4535"
"C01DA37","Cinepazet","5","C01DA","4535"
"C01DA38","tenitramine","5","C01DA","4535"
"C01DA51","Dipyridamole, combinations","5","C01DA","4535"
"C01DA52","glyceryl trinitrate, combinations","5","C01DA","4535"
"C01DA53","Itramin tosilate, combinations","5","C01DA","4535"
"C01DA54","methylpropylpropanediol dinitrate, combinations","5","C01DA","4535"
"C01DA55","pentaerithrityl tetranitrate, combinations","5","C01DA","4535"
"C01DA56","Prenylamine, combinations","5","C01DA","4535"
"C01DA57","propatylnitrate, combinations","5","C01DA","4535"
"C01DA58","isosorbide dinitrate, combinations","5","C01DA","4535"
"C01DA59","trolnitrate, combinations","5","C01DA","4535"
"C01DA61","Oxyfedrine, combinations","5","C01DA","4535"
"C01DA62","Benziodarone, combinations","5","C01DA","4535"
"C01DA63","eritrityl tetranitrate, combinations","5","C01DA","4535"
"C01DA70","organic nitrates in combination with psycholeptics","5","C01DA","4535"
"C01DB","Quinolone vasodilators","4","C01D","4535"
"C01DB01","flosequinan","5","C01DB","4535"
"C01DX","Other vasodilators used in cardiac diseases","4","C01D","4535"
"C01DX01","itramin tosilate","5","C01DX","4535"
"C01DX02","prenylamine","5","C01DX","4535"
"C01DX03","oxyfedrine","5","C01DX","4535"
"C01DX04","benziodarone","5","C01DX","4535"
"C01DX05","carbocromen","5","C01DX","4535"
"C01DX06","hexobendine","5","C01DX","4535"
"C01DX07","etafenone","5","C01DX","4535"
"C01DX08","heptaminol","5","C01DX","4535"
"C01DX09","imolamine","5","C01DX","4535"
"C01DX10","dilazep","5","C01DX","4535"
"C01DX11","trapidil","5","C01DX","4535"
"C01DX12","molsidomine","5","C01DX","4535"
"C01DX13","efloxate","5","C01DX","4535"
"C01DX14","cinepazet","5","C01DX","4535"
"C01DX15","cloridarol","5","C01DX","4535"
"C01DX16","nicorandil","5","C01DX","4535"
"C01DX17","Trimetazidine","5","C01DX","4535"
"C01DX18","linsidomine","5","C01DX","4535"
"C01DX19","nesiritide","5","C01DX","4535"
"C01DX21","serelaxin","5","C01DX","4535"
"C01DX22","vericiguat","5","C01DX","4535"
"C01DX51","itramin tosilate, combinations","5","C01DX","4535"
"C01DX52","prenylamine, combinations","5","C01DX","4535"
"C01DX53","oxyfedrine, combinations","5","C01DX","4535"
"C01DX54","benziodarone, combinations","5","C01DX","4535"
"C01E","OTHER CARDIAC PREPARATIONS","3","C01","4535"
"C01EA","Prostaglandins","4","C01E","4535"
"C01EA01","alprostadil","5","C01EA","4535"
"C01EB","Other cardiac preparations","4","C01E","4535"
"C01EB02","camphora","5","C01EB","4535"
"C01EB03","indometacin","5","C01EB","4535"
"C01EB04","crataegus glycosides","5","C01EB","4535"
"C01EB05","creatinolfosfate","5","C01EB","4535"
"C01EB06","fosfocreatine","5","C01EB","4535"
"C01EB07","fructose 1,6-diphosphate","5","C01EB","4535"
"C01EB08","Levocarnitine","5","C01EB","4535"
"C01EB09","ubidecarenone","5","C01EB","4535"
"C01EB10","adenosine","5","C01EB","4535"
"C01EB11","tiracizine","5","C01EB","4535"
"C01EB12","Tedisamil","5","C01EB","4535"
"C01EB13","acadesine","5","C01EB","4535"
"C01EB14","Lanreotide","5","C01EB","4535"
"C01EB15","trimetazidine","5","C01EB","4535"
"C01EB16","ibuprofen","5","C01EB","4535"
"C01EB17","ivabradine","5","C01EB","4535"
"C01EB18","ranolazine","5","C01EB","4535"
"C01EB19","icatibant","5","C01EB","4535"
"C01EB21","regadenoson","5","C01EB","4535"
"C01EB22","meldonium","5","C01EB","4535"
"C01EB23","tiazotic acid","5","C01EB","4535"
"C01EB24","mavacamten","5","C01EB","4535"
"C01EB25","acoramidis","5","C01EB","4535"
"C01EX","Other cardiac combination products","4","C01E","4535"
"C02","ANTIHYPERTENSIVES","2","C","4535"
"C02A","ANTIADRENERGIC AGENTS, CENTRALLY ACTING","3","C02","4535"
"C02AA","Rauwolfia alkaloids","4","C02A","4535"
"C02AA01","rescinnamine","5","C02AA","4535"
"C02AA02","reserpine","5","C02AA","4535"
"C02AA03","combinations of rauwolfia alkaloids","5","C02AA","4535"
"C02AA04","rauwolfia alkaloids, whole root","5","C02AA","4535"
"C02AA05","deserpidine","5","C02AA","4535"
"C02AA06","methoserpidine","5","C02AA","4535"
"C02AA07","bietaserpine","5","C02AA","4535"
"C02AA52","reserpine, combinations","5","C02AA","4535"
"C02AA53","combinations of rauwolfia alkoloids, combinations","5","C02AA","4535"
"C02AA57","bietaserpine, combinations","5","C02AA","4535"
"C02AB","Methyldopa","4","C02A","4535"
"C02AB01","methyldopa (levorotatory)","5","C02AB","4535"
"C02AB02","methyldopa (racemic)","5","C02AB","4535"
"C02AC","Imidazoline receptor agonists","4","C02A","4535"
"C02AC01","clonidine","5","C02AC","4535"
"C02AC02","guanfacine","5","C02AC","4535"
"C02AC03","Urapidil","5","C02AC","4535"
"C02AC04","tolonidine","5","C02AC","4535"
"C02AC05","moxonidine","5","C02AC","4535"
"C02AC06","rilmenidine","5","C02AC","4535"
"C02B","ANTIADRENERGIC AGENTS, GANGLION-BLOCKING","3","C02","4535"
"C02BA","Sulfonium derivatives","4","C02B","4535"
"C02BA01","trimetaphan","5","C02BA","4535"
"C02BB","Secondary and tertiary amines","4","C02B","4535"
"C02BB01","mecamylamine","5","C02BB","4535"
"C02BC","Bisquaternary ammonium compounds","4","C02B","4535"
"C02C","ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING","3","C02","4535"
"C02CA","Alpha-adrenoreceptor antagonists","4","C02C","4535"
"C02CA01","prazosin","5","C02CA","4535"
"C02CA02","indoramin","5","C02CA","4535"
"C02CA03","trimazosin","5","C02CA","4535"
"C02CA04","doxazosin","5","C02CA","4535"
"C02CA05","Terazosin","5","C02CA","4535"
"C02CA06","urapidil","5","C02CA","4535"
"C02CB","Alpha- and beta- adrenoceptor blocking agents","4","C02C","4535"
"C02CB01","Labetalol","5","C02CB","4535"
"C02CC","Guanidine derivatives","4","C02C","4535"
"C02CC01","betanidine","5","C02CC","4535"
"C02CC02","guanethidine","5","C02CC","4535"
"C02CC03","guanoxan","5","C02CC","4535"
"C02CC04","debrisoquine","5","C02CC","4535"
"C02CC05","guanoclor","5","C02CC","4535"
"C02CC06","guanazodine","5","C02CC","4535"
"C02CC07","guanoxabenz","5","C02CC","4535"
"C02D","ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON","3","C02","4535"
"C02DA","Thiazide derivatives","4","C02D","4535"
"C02DA01","diazoxide","5","C02DA","4535"
"C02DB","Hydrazinophthalazine derivatives","4","C02D","4535"
"C02DB01","dihydralazine","5","C02DB","4535"
"C02DB02","hydralazine","5","C02DB","4535"
"C02DB03","endralazine","5","C02DB","4535"
"C02DB04","cadralazine","5","C02DB","4535"
"C02DC","Pyrimidine derivatives","4","C02D","4535"
"C02DC01","minoxidil","5","C02DC","4535"
"C02DD","Nitroferricyanide derivatives","4","C02D","4535"
"C02DD01","nitroprusside","5","C02DD","4535"
"C02DE","Calcium channel blockers","4","C02D","4535"
"C02DE01","Verapamil","5","C02DE","4535"
"C02DE02","Nifedipine","5","C02DE","4535"
"C02DE03","Nimodipine","5","C02DE","4535"
"C02DE04","Diltiazem","5","C02DE","4535"
"C02DE05","Nitrendipine","5","C02DE","4535"
"C02DE07","Lidoflazine","5","C02DE","4535"
"C02DE08","Fendiline","5","C02DE","4535"
"C02DE09","Nicardipine","5","C02DE","4535"
"C02DE10","Felodipine","5","C02DE","4535"
"C02DE11","Bepridil","5","C02DE","4535"
"C02DE12","Amlodipine","5","C02DE","4535"
"C02DE13","Isradipine","5","C02DE","4535"
"C02DE14","Nisoldipine","5","C02DE","4535"
"C02DE15","Gallopamil","5","C02DE","4535"
"C02DE16","Lacidipine","5","C02DE","4535"
"C02DE51","Verapamil, combinations","5","C02DE","4535"
"C02DE52","Nifedipine, combinations","5","C02DE","4535"
"C02DF","NON-THIAZIDE SULPHONAMIDES","4","C02D","4535"
"C02DG","Guanidine derivatives","4","C02D","4535"
"C02DG01","pinacidil","5","C02DG","4535"
"C02E","Renin-angiotensin system, agents acting on","3","C02","4535"
"C02EA","Converting enzyme blockers","4","C02E","4535"
"C02EA01","Captopril","5","C02EA","4535"
"C02EA02","Enalapril","5","C02EA","4535"
"C02EA03","Lisinopril","5","C02EA","4535"
"C02EA04","Perindopril","5","C02EA","4535"
"C02EA05","Ramipril","5","C02EA","4535"
"C02EA06","Quinapril","5","C02EA","4535"
"C02EA07","Benazepril","5","C02EA","4535"
"C02EA08","Cilazapril","5","C02EA","4535"
"C02EA09","Fosinopril","5","C02EA","4535"
"C02EA10","Trandolapril","5","C02EA","4535"
"C02EA11","Spirapril","5","C02EA","4535"
"C02EA12","Delapril","5","C02EA","4535"
"C02EX","Other agents acting on the renin-angiotensin system","4","C02E","4535"
"C02EX01","Losartan","5","C02EX","4535"
"C02EX02","Remikeren","5","C02EX","4535"
"C02K","OTHER ANTIHYPERTENSIVES","3","C02","4535"
"C02KA","Alkaloids, excl. rauwolfia","4","C02K","4535"
"C02KA01","veratrum","5","C02KA","4535"
"C02KB","Tyrosine hydroxylase inhibitors","4","C02K","4535"
"C02KB01","metirosine","5","C02KB","4535"
"C02KC","MAO inhibitors","4","C02K","4535"
"C02KC01","pargyline","5","C02KC","4535"
"C02KD","Serotonin antagonists","4","C02K","4535"
"C02KD01","ketanserin","5","C02KD","4535"
"C02KN","Other antihypertensives","4","C02K","4535"
"C02KN01","aprocitentan","5","C02KN","4535"
"C02KX","Antihypertensives for pulmonary arterial hypertension","4","C02K","4535"
"C02KX01","bosentan","5","C02KX","4535"
"C02KX02","ambrisentan","5","C02KX","4535"
"C02KX03","sitaxentan","5","C02KX","4535"
"C02KX04","macitentan","5","C02KX","4535"
"C02KX05","riociguat","5","C02KX","4535"
"C02KX06","sotatercept","5","C02KX","4535"
"C02KX52","ambrisentan and tadalafil","5","C02KX","4535"
"C02KX54","macitentan and tadalafil","5","C02KX","4535"
"C02L","ANTIHYPERTENSIVES AND DIURETICS IN COMBINATION","3","C02","4535"
"C02LA","Rauwolfia alkaloids and diuretics in combination","4","C02L","4535"
"C02LA01","reserpine and diuretics","5","C02LA","4535"
"C02LA02","rescinnamine and diuretics","5","C02LA","4535"
"C02LA03","deserpidine and diuretics","5","C02LA","4535"
"C02LA04","methoserpidine and diuretics","5","C02LA","4535"
"C02LA07","bietaserpine and diuretics","5","C02LA","4535"
"C02LA08","rauwolfia alkaloids, whole root and diuretics","5","C02LA","4535"
"C02LA09","syrosingopine and diuretics","5","C02LA","4535"
"C02LA50","combination of rauwolfia alkaloids and diuretics incl. other combinations","5","C02LA","4535"
"C02LA51","reserpine and diuretics, combinations with other drugs","5","C02LA","4535"
"C02LA52","rescinnamine and diuretics, combinations with other drugs","5","C02LA","4535"
"C02LA71","reserpine and diuretics, combinations with psycholeptics","5","C02LA","4535"
"C02LB","Methyldopa and diuretics in combination","4","C02L","4535"
"C02LB01","methyldopa (levorotatory) and diuretics","5","C02LB","4535"
"C02LC","Imidazoline receptor agonists in combination with diuretics","4","C02L","4535"
"C02LC01","clonidine and diuretics","5","C02LC","4535"
"C02LC05","moxonidine and diuretics","5","C02LC","4535"
"C02LC51","clonidine and diuretics, combinations with other drugs","5","C02LC","4535"
"C02LD","Alpha- and beta- adrenoceptor blocking agents and diuretics","4","C02L","4535"
"C02LD01","Labetalol and diuretics","5","C02LD","4535"
"C02LE","Alpha-adrenoreceptor antagonists and diuretics","4","C02L","4535"
"C02LE01","prazosin and diuretics","5","C02LE","4535"
"C02LF","Guanidine derivatives and diuretics","4","C02L","4535"
"C02LF01","guanethidine and diuretics","5","C02LF","4535"
"C02LG","Hydrazinophthalazine derivatives and diuretics","4","C02L","4535"
"C02LG01","dihydralazine and diuretics","5","C02LG","4535"
"C02LG02","hydralazine and diuretics","5","C02LG","4535"
"C02LG03","picodralazine and diuretics","5","C02LG","4535"
"C02LG51","dihydralazine and diuretics, combinations with other drugs","5","C02LG","4535"
"C02LG73","picodralazine and diuretics, combinations with psycholeptics","5","C02LG","4535"
"C02LI","Calcium channel blockers and diuretics","4","C02L","4535"
"C02LK","Alkaloids, excl. rauwolfia, in combination with diuretics","4","C02L","4535"
"C02LK01","veratrum and diuretics","5","C02LK","4535"
"C02LL","MAO inhibitors and diuretics","4","C02L","4535"
"C02LL01","pargyline and diuretics","5","C02LL","4535"
"C02LM","Converting enzyme blockers and diuretics","4","C02L","4535"
"C02LM01","Captopril and diuretics","5","C02LM","4535"
"C02LM02","Enalapril and diuretics","5","C02LM","4535"
"C02LM03","Lisinopril and diuretics","5","C02LM","4535"
"C02LM05","Ramipril and diuretics","5","C02LM","4535"
"C02LM06","Quinapril and diuretics","5","C02LM","4535"
"C02LM07","Benazepril and diuretics","5","C02LM","4535"
"C02LM08","Cilazapril and diuretics","5","C02LM","4535"
"C02LM12","Delapril and diuretics","5","C02LM","4535"
"C02LN","Serotonin antagonists and diuretics","4","C02L","4535"
"C02LX","Other antihypertensives and diuretics","4","C02L","4535"
"C02LX01","pinacidil and diuretics","5","C02LX","4535"
"C02N","COMBINATIONS OF ANTIHYPERTENSIVES IN ATC-GR. C02","3","C02","4535"
"C03","DIURETICS","2","C","4535"
"C03A","LOW-CEILING DIURETICS, THIAZIDES","3","C03","4535"
"C03AA","Thiazides, plain","4","C03A","4535"
"C03AA01","bendroflumethiazide","5","C03AA","4535"
"C03AA02","hydroflumethiazide","5","C03AA","4535"
"C03AA03","hydrochlorothiazide","5","C03AA","4535"
"C03AA04","chlorothiazide","5","C03AA","4535"
"C03AA05","polythiazide","5","C03AA","4535"
"C03AA06","trichlormethiazide","5","C03AA","4535"
"C03AA07","cyclopenthiazide","5","C03AA","4535"
"C03AA08","methyclothiazide","5","C03AA","4535"
"C03AA09","cyclothiazide","5","C03AA","4535"
"C03AA13","mebutizide","5","C03AA","4535"
"C03AB","Thiazides and potassium in combination","4","C03A","4535"
"C03AB01","bendroflumethiazide and potassium","5","C03AB","4535"
"C03AB02","hydroflumethiazide and potassium","5","C03AB","4535"
"C03AB03","hydrochlorothiazide and potassium","5","C03AB","4535"
"C03AB04","chlorothiazide and potassium","5","C03AB","4535"
"C03AB05","polythiazide and potassium","5","C03AB","4535"
"C03AB06","trichlormethiazide and potassium","5","C03AB","4535"
"C03AB07","cyclopenthiazide and potassium","5","C03AB","4535"
"C03AB08","methyclothiazide and potassium","5","C03AB","4535"
"C03AB09","cyclothiazide and potassium","5","C03AB","4535"
"C03AH","Thiazides, combinations with psycholeptics and/or analgesics","4","C03A","4535"
"C03AH01","chlorothiazide, combinations","5","C03AH","4535"
"C03AH02","hydroflumethiazide, combinations","5","C03AH","4535"
"C03AX","Thiazides, combinations with other drugs","4","C03A","4535"
"C03AX01","hydrochlorothiazide, combinations","5","C03AX","4535"
"C03B","LOW-CEILING DIURETICS, EXCL. THIAZIDES","3","C03","4535"
"C03BA","Sulfonamides, plain","4","C03B","4535"
"C03BA02","quinethazone","5","C03BA","4535"
"C03BA03","clopamide","5","C03BA","4535"
"C03BA04","chlortalidone","5","C03BA","4535"
"C03BA05","mefruside","5","C03BA","4535"
"C03BA07","clofenamide","5","C03BA","4535"
"C03BA08","metolazone","5","C03BA","4535"
"C03BA09","meticrane","5","C03BA","4535"
"C03BA10","xipamide","5","C03BA","4535"
"C03BA11","indapamide","5","C03BA","4535"
"C03BA12","clorexolone","5","C03BA","4535"
"C03BA13","fenquizone","5","C03BA","4535"
"C03BA82","clorexolone, combinations with psycholeptics","5","C03BA","4535"
"C03BB","Sulfonamides and potassium in combination","4","C03B","4535"
"C03BB02","quinethazone and potassium","5","C03BB","4535"
"C03BB03","clopamide and potassium","5","C03BB","4535"
"C03BB04","chlortalidone and potassium","5","C03BB","4535"
"C03BB05","mefruside and potassium","5","C03BB","4535"
"C03BB07","clofenamide and potassium","5","C03BB","4535"
"C03BC","Mercurial diuretics","4","C03B","4535"
"C03BC01","mersalyl","5","C03BC","4535"
"C03BD","Xanthine derivatives","4","C03B","4535"
"C03BD01","theobromine","5","C03BD","4535"
"C03BK","Sulfonamides, combinations with other drugs","4","C03B","4535"
"C03BX","Other low-ceiling diuretics","4","C03B","4535"
"C03BX03","cicletanine","5","C03BX","4535"
"C03C","HIGH-CEILING DIURETICS","3","C03","4535"
"C03CA","Sulfonamides, plain","4","C03C","4535"
"C03CA01","furosemide","5","C03CA","4535"
"C03CA02","bumetanide","5","C03CA","4535"
"C03CA03","piretanide","5","C03CA","4535"
"C03CA04","torasemide","5","C03CA","4535"
"C03CB","Sulfonamides and potassium in combination","4","C03C","4535"
"C03CB01","furosemide and potassium","5","C03CB","4535"
"C03CB02","bumetanide and potassium","5","C03CB","4535"
"C03CC","Aryloxyacetic acid derivatives","4","C03C","4535"
"C03CC01","etacrynic acid","5","C03CC","4535"
"C03CC02","tienilic acid","5","C03CC","4535"
"C03CD","Pyrazolone derivatives","4","C03C","4535"
"C03CD01","muzolimine","5","C03CD","4535"
"C03CX","Other high-ceiling diuretics","4","C03C","4535"
"C03CX01","etozolin","5","C03CX","4535"
"C03D","ALDOSTERONE ANTAGONISTS AND OTHER POTASSIUM-SPARING AGENTS","3","C03","4535"
"C03DA","Aldosterone antagonists","4","C03D","4535"
"C03DA01","spironolactone","5","C03DA","4535"
"C03DA02","potassium canrenoate","5","C03DA","4535"
"C03DA03","canrenone","5","C03DA","4535"
"C03DA04","eplerenone","5","C03DA","4535"
"C03DA05","finerenone","5","C03DA","4535"
"C03DB","Other potassium-sparing agents","4","C03D","4535"
"C03DB01","amiloride","5","C03DB","4535"
"C03DB02","triamterene","5","C03DB","4535"
"C03E","DIURETICS AND POTASSIUM-SPARING AGENTS IN COMBINATION","3","C03","4535"
"C03EA","Low-ceiling diuretics and potassium-sparing agents","4","C03E","4535"
"C03EA01","hydrochlorothiazide and potassium-sparing agents","5","C03EA","4535"
"C03EA02","trichlormethiazide and potassium-sparing agents","5","C03EA","4535"
"C03EA03","epitizide and potassium-sparing agents","5","C03EA","4535"
"C03EA04","altizide and potassium-sparing agents","5","C03EA","4535"
"C03EA05","mebutizide and potassium-sparing agents","5","C03EA","4535"
"C03EA06","chlortalidone and potassium-sparing agents","5","C03EA","4535"
"C03EA07","cyclopenthiazide and potassium-sparing agents","5","C03EA","4535"
"C03EA12","metolazone and potassium-sparing agents","5","C03EA","4535"
"C03EA13","bendroflumethiazide and potassium-sparing agents","5","C03EA","4535"
"C03EA14","butizide and potassium-sparing agents","5","C03EA","4535"
"C03EB","High-ceiling diuretics and potassium-sparing agents","4","C03E","4535"
"C03EB01","furosemide and potassium-sparing agents","5","C03EB","4535"
"C03EB02","bumetanide and potassium-sparing agents","5","C03EB","4535"
"C03X","OTHER DIURETICS","3","C03","4535"
"C03XA","Vasopressin antagonists","4","C03X","4535"
"C03XA01","tolvaptan","5","C03XA","4535"
"C03XA02","conivaptan","5","C03XA","4535"
"C04","PERIPHERAL VASODILATORS","2","C","4535"
"C04A","PERIPHERAL VASODILATORS","3","C04","4535"
"C04AA","2-amino-1-phenylethanol derivatives","4","C04A","4535"
"C04AA01","isoxsuprine","5","C04AA","4535"
"C04AA02","buphenine","5","C04AA","4535"
"C04AA31","bamethan","5","C04AA","4535"
"C04AB","Imidazoline derivatives","4","C04A","4535"
"C04AB01","phentolamine","5","C04AB","4535"
"C04AB02","tolazoline","5","C04AB","4535"
"C04AC","Nicotinic acid and derivatives","4","C04A","4535"
"C04AC01","nicotinic acid","5","C04AC","4535"
"C04AC02","nicotinyl alcohol (pyridylcarbinol)","5","C04AC","4535"
"C04AC03","inositol nicotinate","5","C04AC","4535"
"C04AC07","ciclonicate","5","C04AC","4535"
"C04AD","Purine derivatives","4","C04A","4535"
"C04AD01","pentifylline","5","C04AD","4535"
"C04AD02","xantinol nicotinate","5","C04AD","4535"
"C04AD03","pentoxifylline","5","C04AD","4535"
"C04AD04","etofylline nicotinate","5","C04AD","4535"
"C04AE","Ergot alkaloids","4","C04A","4535"
"C04AE01","ergoloid mesylates","5","C04AE","4535"
"C04AE02","nicergoline","5","C04AE","4535"
"C04AE03","Ergoloid","5","C04AE","4535"
"C04AE04","dihydroergocristine","5","C04AE","4535"
"C04AE51","ergoloid mesylates, combinations","5","C04AE","4535"
"C04AE54","dihydroergocristine, combinations","5","C04AE","4535"
"C04AF","Enzymes","4","C04A","4535"
"C04AF01","kallidinogenase","5","C04AF","4535"
"C04AX","Other peripheral vasodilators","4","C04A","4535"
"C04AX01","cyclandelate","5","C04AX","4535"
"C04AX02","phenoxybenzamine","5","C04AX","4535"
"C04AX05","Histamine","5","C04AX","4535"
"C04AX06","Betahistine","5","C04AX","4535"
"C04AX07","vincamine","5","C04AX","4535"
"C04AX09","Cinnarizine","5","C04AX","4535"
"C04AX10","moxisylyte","5","C04AX","4535"
"C04AX11","bencyclane","5","C04AX","4535"
"C04AX13","Piribedil","5","C04AX","4535"
"C04AX17","vinburnine","5","C04AX","4535"
"C04AX19","suloctidil","5","C04AX","4535"
"C04AX20","buflomedil","5","C04AX","4535"
"C04AX21","naftidrofuryl","5","C04AX","4535"
"C04AX22","Flunarizine","5","C04AX","4535"
"C04AX23","butalamine","5","C04AX","4535"
"C04AX24","visnadine","5","C04AX","4535"
"C04AX26","cetiedil","5","C04AX","4535"
"C04AX27","cinepazide","5","C04AX","4535"
"C04AX28","ifenprodil","5","C04AX","4535"
"C04AX30","azapetine","5","C04AX","4535"
"C04AX31","Trimetazidine","5","C04AX","4535"
"C04AX32","fasudil","5","C04AX","4535"
"C04AX33","clazosentan","5","C04AX","4535"
"C05","VASOPROTECTIVES","2","C","4535"
"C05A","AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE","3","C05","4535"
"C05AA","Corticosteroids","4","C05A","4535"
"C05AA01","hydrocortisone","5","C05AA","4535"
"C05AA04","prednisolone","5","C05AA","4535"
"C05AA05","betamethasone","5","C05AA","4535"
"C05AA06","fluorometholone","5","C05AA","4535"
"C05AA08","fluocortolone","5","C05AA","4535"
"C05AA09","dexamethasone","5","C05AA","4535"
"C05AA10","fluocinolone acetonide","5","C05AA","4535"
"C05AA11","fluocinonide","5","C05AA","4535"
"C05AA12","triamcinolone","5","C05AA","4535"
"C05AB","Antibiotics","4","C05A","4535"
"C05AD","Local anesthetics","4","C05A","4535"
"C05AD01","lidocaine","5","C05AD","4535"
"C05AD02","tetracaine","5","C05AD","4535"
"C05AD03","benzocaine","5","C05AD","4535"
"C05AD04","cinchocaine","5","C05AD","4535"
"C05AD05","procaine","5","C05AD","4535"
"C05AD06","oxetacaine","5","C05AD","4535"
"C05AD07","pramocaine","5","C05AD","4535"
"C05AE","Muscle relaxants","4","C05A","4535"
"C05AE01","glyceryl trinitrate","5","C05AE","4535"
"C05AE02","isosorbide dinitrate","5","C05AE","4535"
"C05AE03","diltiazem","5","C05AE","4535"
"C05AX","Other agents for treatment of hemorrhoids and anal fissures for topical use","4","C05A","4535"
"C05AX01","aluminium preparations","5","C05AX","4535"
"C05AX02","bismuth preparations, combinations","5","C05AX","4535"
"C05AX03","other preparations, combinations","5","C05AX","4535"
"C05AX04","zinc preparations","5","C05AX","4535"
"C05AX05","tribenoside","5","C05AX","4535"
"C05AX06","phenylephrine","5","C05AX","4535"
"C05B","ANTIVARICOSE THERAPY","3","C05","4535"
"C05BA","Heparins or heparinoids for topical use","4","C05B","4535"
"C05BA01","organo-heparinoid","5","C05BA","4535"
"C05BA02","sodium apolate","5","C05BA","4535"
"C05BA03","heparin","5","C05BA","4535"
"C05BA04","pentosan polysulfate sodium","5","C05BA","4535"
"C05BA51","heparinoid, combinations","5","C05BA","4535"
