assessment_type,parameter_prescribing_txt_id,parameter_type,schedule_code
"IMMEDIATE","12274","POPULATION_SEX","4535"
"IMMEDIATE","12277","CLINICAL_PATIENT","4535"
"IMMEDIATE","12279","CLINICAL_CONDITION","4535"
"IMMEDIATE","12314","POPULATION_OTHER","4535"
"IMMEDIATE","12322","CLINICAL_CONDITION","4535"
"IMMEDIATE","12324","CLINICAL_TREATMENT","4535"
"IMMEDIATE","12371","CLINICAL_PATIENT","4535"
"IMMEDIATE","12388","CLINICAL_PATIENT","4535"
"IMMEDIATE","12428","CLINICAL_PATIENT","4535"
"IMMEDIATE","12529","CLINICAL_PATIENT","4535"
"IMMEDIATE","12536","CLINICAL_CONDITION","4535"
"IMMEDIATE","12627","CLINICAL_TREATMENT","4535"
"IMMEDIATE","12628","CLINICAL_TREATMENT","4535"
"IMMEDIATE","12679","CLINICAL_PATIENT","4535"
"IMMEDIATE","12682","CLINICAL_PATIENT","4535"
"IMMEDIATE","12685","CLINICAL_PATIENT","4535"
"IMMEDIATE","12688","CLINICAL_PATIENT","4535"
"IMMEDIATE","12735","CLINICAL_TREATMENT","4535"
"IMMEDIATE","12739","CLINICAL_CONDITION","4535"
"IMMEDIATE","12755","CLINICAL_CONDITION","4535"
"IMMEDIATE","12767","CLINICAL_TREATMENT","4535"
"IMMEDIATE","12770","CLINICAL_TREATMENT","4535"
"IMMEDIATE","12782","CLINICAL_PATIENT","4535"
"IMMEDIATE","12785","CLINICAL_PATIENT","4535"
"IMMEDIATE","12807","CLINICAL_TREATMENT","4535"
"IMMEDIATE","12814","CLINICAL_PATIENT","4535"
"IMMEDIATE","12841","CLINICAL_PATIENT","4535"
"IMMEDIATE","12846","CLINICAL_PATIENT","4535"
"IMMEDIATE","12847","CLINICAL_PATIENT","4535"
"IMMEDIATE","12861","TREATMENT_PRESCRIBER","4535"
"IMMEDIATE","12905","CLINICAL_CONDITION","4535"
"IMMEDIATE","12923","CLINICAL_PATIENT","4535"
"IMMEDIATE","12929","CLINICAL_PATIENT","4535"
"IMMEDIATE","12954","CLINICAL_TREATMENT","4535"
"IMMEDIATE","12970","CLINICAL_PATIENT","4535"
"IMMEDIATE","13009","CLINICAL_PATIENT","4535"
"IMMEDIATE","13011","CLINICAL_PATIENT","4535"
"IMMEDIATE","13019","CLINICAL_TREATMENT","4535"
"IMMEDIATE","13022","CLINICAL_CONDITION","4535"
"IMMEDIATE","13024","CLINICAL_TREATMENT","4535"
"IMMEDIATE","13027","CLINICAL_TREATMENT","4535"
"IMMEDIATE","13034","CLINICAL_TREATMENT","4535"
"IMMEDIATE","13036","CLINICAL_TREATMENT","4535"
"IMMEDIATE","13044","CLINICAL_PATIENT","4535"
"IMMEDIATE","13048","CLINICAL_CONDITION","4535"
"IMMEDIATE","13052","CLINICAL_PATIENT","4535"
"IMMEDIATE","13068","POPULATION_OTHER","4535"
"IMMEDIATE","13088","CLINICAL_CONDITION","4535"
"IMMEDIATE","13092","CLINICAL_PATIENT","4535"
"IMMEDIATE","13117","CLINICAL_TREATMENT","4535"
"IMMEDIATE","13119","CLINICAL_TREATMENT","4535"
"IMMEDIATE","13125","CLINICAL_CONDITION","4535"
"IMMEDIATE","13126","CLINICAL_CONDITION","4535"
"IMMEDIATE","13133","CLINICAL_CONDITION","4535"
"IMMEDIATE","13189","CLINICAL_PATIENT","4535"
"IMMEDIATE","13248","CLINICAL_PATIENT","4535"
"IMMEDIATE","13252","CLINICAL_TREATMENT","4535"
"IMMEDIATE","13276","CLINICAL_PATIENT","4535"
"IMMEDIATE","13327","CLINICAL_TREATMENT","4535"
"IMMEDIATE","13347","CLINICAL_TREATMENT","4535"
"IMMEDIATE","13388","CLINICAL_CONDITION","4535"
"IMMEDIATE","13399","CLINICAL_TREATMENT","4535"
"IMMEDIATE","13402","CLINICAL_CONDITION","4535"
"IMMEDIATE","13410","CLINICAL_CONDITION","4535"
"IMMEDIATE","13417","CLINICAL_CONDITION","4535"
"IMMEDIATE","13421","CLINICAL_CONDITION","4535"
"IMMEDIATE","13447","CLINICAL_TREATMENT","4535"
"IMMEDIATE","13451","CLINICAL_TREATMENT","4535"
"IMMEDIATE","13487","CLINICAL_PATIENT","4535"
"IMMEDIATE","13492","CLINICAL_TREATMENT","4535"
"IMMEDIATE","13551","CLINICAL_PATIENT","4535"
"IMMEDIATE","13560","CLINICAL_TREATMENT","4535"
"IMMEDIATE","13590","TREATMENT_PRESCRIBER","4535"
"IMMEDIATE","13593","TREATMENT_PRESCRIBER","4535"
"IMMEDIATE","13605","POPULATION_AGE","4535"
"IMMEDIATE","13621","CLINICAL_PATIENT","4535"
"IMMEDIATE","13626","CLINICAL_CONDITION","4535"
"IMMEDIATE","13650","CLINICAL_CONDITION","4535"
"IMMEDIATE","13651","CLINICAL_CONDITION","4535"
"IMMEDIATE","13668","CLINICAL_PATIENT","4535"
"IMMEDIATE","13670","CLINICAL_TREATMENT","4535"
"IMMEDIATE","13698","CLINICAL_PATIENT","4535"
"IMMEDIATE","13706","CLINICAL_CONDITION","4535"
"IMMEDIATE","13720","CLINICAL_CONDITION","4535"
"IMMEDIATE","13732","CLINICAL_PATIENT","4535"
"IMMEDIATE","13739","CLINICAL_PATIENT","4535"
"IMMEDIATE","13743","CLINICAL_PATIENT","4535"
"IMMEDIATE","13768","TREATMENT_CARE_TYPE","4535"
"IMMEDIATE","13772","CLINICAL_TREATMENT","4535"
"IMMEDIATE","13777","CLINICAL_TREATMENT","4535"
"IMMEDIATE","13791","TREATMENT_CARE_TYPE","4535"
"IMMEDIATE","13796","CLINICAL_TREATMENT","4535"
"IMMEDIATE","13811","POPULATION_AGE","4535"
"IMMEDIATE","13817","CLINICAL_PATIENT","4535"
"IMMEDIATE","13819","CLINICAL_PATIENT","4535"
"IMMEDIATE","13825","CLINICAL_CONDITION","4535"
"IMMEDIATE","13826","CLINICAL_CONDITION","4535"
"IMMEDIATE","13827","CLINICAL_CONDITION","4535"
"IMMEDIATE","13828","CLINICAL_CONDITION","4535"
"IMMEDIATE","13877","CLINICAL_PATIENT","4535"
"IMMEDIATE","13880","CLINICAL_PATIENT","4535"
"IMMEDIATE","13888","CLINICAL_TREATMENT","4535"
"IMMEDIATE","13919","CLINICAL_TREATMENT","4535"
"IMMEDIATE","13922","CLINICAL_TREATMENT","4535"
"IMMEDIATE","13927","CLINICAL_PATIENT","4535"
"IMMEDIATE","13934","CLINICAL_CONDITION","4535"
"IMMEDIATE","13936","CLINICAL_PATIENT","4535"
"IMMEDIATE","13940","CLINICAL_PATIENT","4535"
"IMMEDIATE","13944","CLINICAL_PATIENT","4535"
"IMMEDIATE","13950","CLINICAL_CONDITION","4535"
"IMMEDIATE","13955","CLINICAL_PATIENT","4535"
"IMMEDIATE","13962","CLINICAL_CONDITION","4535"
"IMMEDIATE","13963","CLINICAL_CONDITION","4535"
"IMMEDIATE","13965","CLINICAL_CONDITION","4535"
"IMMEDIATE","13966","CLINICAL_CONDITION","4535"
"IMMEDIATE","13969","CLINICAL_PATIENT","4535"
"IMMEDIATE","13971","CLINICAL_CONDITION","4535"
"IMMEDIATE","13973","CLINICAL_PATIENT","4535"
"IMMEDIATE","14011","CLINICAL_PATIENT","4535"
"IMMEDIATE","14013","POPULATION_AGE","4535"
"IMMEDIATE","14015","CLINICAL_PATIENT","4535"
"IMMEDIATE","14019","CLINICAL_PATIENT","4535"
"IMMEDIATE","14022","CLINICAL_PATIENT","4535"
"IMMEDIATE","14025","CLINICAL_PATIENT","4535"
"IMMEDIATE","14028","CLINICAL_PATIENT","4535"
"IMMEDIATE","14031","CLINICAL_CONDITION","4535"
"IMMEDIATE","14032","CLINICAL_CONDITION","4535"
"IMMEDIATE","14044","CLINICAL_CONDITION","4535"
"IMMEDIATE","14046","CLINICAL_TREATMENT","4535"
"IMMEDIATE","14075","CLINICAL_PATIENT","4535"
"IMMEDIATE","14076","CLINICAL_PATIENT","4535"
"IMMEDIATE","14077","CLINICAL_PATIENT","4535"
"IMMEDIATE","14078","CLINICAL_PATIENT","4535"
"IMMEDIATE","14089","CLINICAL_CONDITION","4535"
"IMMEDIATE","14090","CLINICAL_CONDITION","4535"
"IMMEDIATE","14091","CLINICAL_CONDITION","4535"
"IMMEDIATE","14092","CLINICAL_CONDITION","4535"
"IMMEDIATE","14104","POPULATION_AGE","4535"
"IMMEDIATE","14115","POPULATION_AGE","4535"
"IMMEDIATE","14136","CLINICAL_PATIENT","4535"
"IMMEDIATE","14137","CLINICAL_PATIENT","4535"
"IMMEDIATE","14144","POPULATION_OTHER","4535"
"IMMEDIATE","14157","CLINICAL_PATIENT","4535"
"IMMEDIATE","14163","CLINICAL_PATIENT","4535"
"IMMEDIATE","14174","CLINICAL_PATIENT","4535"
"IMMEDIATE","14176","CLINICAL_CONDITION","4535"
"IMMEDIATE","14185","POPULATION_AGE","4535"
"IMMEDIATE","14188","CLINICAL_CONDITION","4535"
"IMMEDIATE","14209","CLINICAL_TREATMENT","4535"
"IMMEDIATE","14211","CLINICAL_CONDITION","4535"
"IMMEDIATE","14258","CLINICAL_PATIENT","4535"
"IMMEDIATE","14260","CLINICAL_PATIENT","4535"
"IMMEDIATE","14261","CLINICAL_PATIENT","4535"
"IMMEDIATE","14263","CLINICAL_PATIENT","4535"
"IMMEDIATE","14264","CLINICAL_PATIENT","4535"
"IMMEDIATE","14281","CLINICAL_CONDITION","4535"
"IMMEDIATE","14284","CLINICAL_PATIENT","4535"
"IMMEDIATE","14313","CLINICAL_PATIENT","4535"
"IMMEDIATE","14320","CLINICAL_PATIENT","4535"
"IMMEDIATE","14325","CLINICAL_PATIENT","4535"
"IMMEDIATE","14332","CLINICAL_PATIENT","4535"
"IMMEDIATE","14349","CLINICAL_PATIENT","4535"
"IMMEDIATE","14350","CLINICAL_PATIENT","4535"
"IMMEDIATE","14352","CLINICAL_PATIENT","4535"
"IMMEDIATE","14356","CLINICAL_PATIENT","4535"
"IMMEDIATE","14360","CLINICAL_PATIENT","4535"
"IMMEDIATE","14363","CLINICAL_TREATMENT","4535"
"IMMEDIATE","14365","CLINICAL_PATIENT","4535"
"IMMEDIATE","14371","CLINICAL_PATIENT","4535"
"IMMEDIATE","14373","CLINICAL_PATIENT","4535"
"IMMEDIATE","14376","CLINICAL_PATIENT","4535"
"IMMEDIATE","14380","CLINICAL_PATIENT","4535"
"IMMEDIATE","14382","CLINICAL_PATIENT","4535"
"IMMEDIATE","14392","CLINICAL_PATIENT","4535"
"IMMEDIATE","14411","CLINICAL_CONDITION","4535"
"IMMEDIATE","14412","CLINICAL_CONDITION","4535"
"IMMEDIATE","14415","CLINICAL_CONDITION","4535"
"IMMEDIATE","14419","CLINICAL_CONDITION","4535"
"IMMEDIATE","14423","CLINICAL_CONDITION","4535"
"IMMEDIATE","14425","CLINICAL_PATIENT","4535"
"IMMEDIATE","14432","CLINICAL_PATIENT","4535"
"IMMEDIATE","14438","CLINICAL_CONDITION","4535"
"IMMEDIATE","14459","CLINICAL_TREATMENT","4535"
"IMMEDIATE","14460","CLINICAL_TREATMENT","4535"
"IMMEDIATE","14471","CLINICAL_TREATMENT","4535"
"IMMEDIATE","14474","CLINICAL_TREATMENT","4535"
"IMMEDIATE","14479","CLINICAL_PATIENT","4535"
"IMMEDIATE","14493","CLINICAL_CONDITION","4535"
"IMMEDIATE","14500","CLINICAL_CONDITION","4535"
"IMMEDIATE","14503","CLINICAL_CONDITION","4535"
"IMMEDIATE","14508","CLINICAL_CONDITION","4535"
"IMMEDIATE","14515","CLINICAL_CONDITION","4535"
"IMMEDIATE","14520","POPULATION_AGE","4535"
"IMMEDIATE","14523","CLINICAL_CONDITION","4535"
"IMMEDIATE","14524","CLINICAL_CONDITION","4535"
"IMMEDIATE","14528","CLINICAL_PATIENT","4535"
"IMMEDIATE","14532","CLINICAL_PATIENT","4535"
"IMMEDIATE","14534","CLINICAL_CONDITION","4535"
"IMMEDIATE","14564","CLINICAL_CONDITION","4535"
"IMMEDIATE","14568","CLINICAL_TREATMENT","4535"
"IMMEDIATE","14570","CLINICAL_TREATMENT","4535"
"IMMEDIATE","14577","CLINICAL_CONDITION","4535"
"IMMEDIATE","14590","CLINICAL_PATIENT","4535"
"IMMEDIATE","14595","CLINICAL_TREATMENT","4535"
"IMMEDIATE","14598","CLINICAL_PATIENT","4535"
"IMMEDIATE","14602","CLINICAL_PATIENT","4535"
"IMMEDIATE","14605","CLINICAL_PATIENT","4535"
"IMMEDIATE","14609","CLINICAL_PATIENT","4535"
"IMMEDIATE","14610","CLINICAL_PATIENT","4535"
"IMMEDIATE","14624","CLINICAL_CONDITION","4535"
"IMMEDIATE","14625","CLINICAL_CONDITION","4535"
"IMMEDIATE","14626","CLINICAL_CONDITION","4535"
"IMMEDIATE","14629","CLINICAL_TREATMENT","4535"
"IMMEDIATE","14633","CLINICAL_PATIENT","4535"
"IMMEDIATE","14635","CLINICAL_PATIENT","4535"
"IMMEDIATE","14637","CLINICAL_PATIENT","4535"
"IMMEDIATE","14643","CLINICAL_CONDITION","4535"
"IMMEDIATE","14647","CLINICAL_CONDITION","4535"
"IMMEDIATE","14649","CLINICAL_PATIENT","4535"
"IMMEDIATE","14653","CLINICAL_PATIENT","4535"
"IMMEDIATE","14664","CLINICAL_PATIENT","4535"
"IMMEDIATE","14666","CLINICAL_PATIENT","4535"
"IMMEDIATE","14668","CLINICAL_PATIENT","4535"
"IMMEDIATE","14670","CLINICAL_TREATMENT","4535"
"IMMEDIATE","14672","CLINICAL_TREATMENT","4535"
"IMMEDIATE","14680","CLINICAL_PATIENT","4535"
"IMMEDIATE","14683","CLINICAL_TREATMENT","4535"
"IMMEDIATE","14685","CLINICAL_TREATMENT","4535"
"IMMEDIATE","14689","CLINICAL_PATIENT","4535"
"IMMEDIATE","14692","CLINICAL_PATIENT","4535"
"IMMEDIATE","14715","CLINICAL_TREATMENT","4535"
"IMMEDIATE","14720","CLINICAL_PATIENT","4535"
"IMMEDIATE","14730","CLINICAL_PATIENT","4535"
"IMMEDIATE","14752","CLINICAL_TREATMENT","4535"
"IMMEDIATE","14754","CLINICAL_PATIENT","4535"
"IMMEDIATE","14758","CLINICAL_PATIENT","4535"
"IMMEDIATE","14782","CLINICAL_PATIENT","4535"
"IMMEDIATE","14797","CLINICAL_PATIENT","4535"
"IMMEDIATE","14808","CLINICAL_CONDITION","4535"
"IMMEDIATE","14815","CLINICAL_PATIENT","4535"
"IMMEDIATE","14826","CLINICAL_CONDITION","4535"
"IMMEDIATE","14830","CLINICAL_TREATMENT","4535"
"IMMEDIATE","14846","CLINICAL_PATIENT","4535"
"IMMEDIATE","14870","CLINICAL_PATIENT","4535"
"IMMEDIATE","14873","CLINICAL_PATIENT","4535"
"IMMEDIATE","14880","CLINICAL_PATIENT","4535"
"IMMEDIATE","14885","CLINICAL_PATIENT","4535"
"IMMEDIATE","14899","CLINICAL_CONDITION","4535"
"IMMEDIATE","14909","CLINICAL_PATIENT","4535"
"IMMEDIATE","14911","CLINICAL_PATIENT","4535"
"IMMEDIATE","14913","CLINICAL_PATIENT","4535"
"IMMEDIATE","14917","CLINICAL_TREATMENT","4535"
"IMMEDIATE","14921","CLINICAL_CONDITION","4535"
"IMMEDIATE","14927","CLINICAL_PATIENT","4535"
"IMMEDIATE","14929","CLINICAL_PATIENT","4535"
"IMMEDIATE","14951","CLINICAL_PATIENT","4535"
"IMMEDIATE","14954","CLINICAL_PATIENT","4535"
"IMMEDIATE","14957","CLINICAL_PATIENT","4535"
"IMMEDIATE","14962","POPULATION_AGE","4535"
"IMMEDIATE","14967","CLINICAL_PATIENT","4535"
"IMMEDIATE","14970","CLINICAL_PATIENT","4535"
"IMMEDIATE","14973","CLINICAL_PATIENT","4535"
"IMMEDIATE","14978","CLINICAL_PATIENT","4535"
"IMMEDIATE","14988","CLINICAL_PATIENT","4535"
"IMMEDIATE","14990","CLINICAL_PATIENT","4535"
"IMMEDIATE","14995","CLINICAL_PATIENT","4535"
"IMMEDIATE","14997","CLINICAL_PATIENT","4535"
"IMMEDIATE","14998","CLINICAL_PATIENT","4535"
"IMMEDIATE","15062","CLINICAL_PATIENT","4535"
"IMMEDIATE","15065","POPULATION_AGE","4535"
"IMMEDIATE","15067","CLINICAL_CONDITION","4535"
"IMMEDIATE","15068","CLINICAL_CONDITION","4535"
"IMMEDIATE","15070","CLINICAL_TREATMENT","4535"
"IMMEDIATE","15072","CLINICAL_TREATMENT","4535"
"IMMEDIATE","15073","CLINICAL_TREATMENT","4535"
"IMMEDIATE","15085","CLINICAL_PATIENT","4535"
"IMMEDIATE","15087","POPULATION_AGE","4535"
"IMMEDIATE","15097","CLINICAL_CONDITION","4535"
"IMMEDIATE","15099","CLINICAL_TREATMENT","4535"
"IMMEDIATE","15102","CLINICAL_CONDITION","4535"
"IMMEDIATE","15104","CLINICAL_PATIENT","4535"
"IMMEDIATE","15159","CLINICAL_PATIENT","4535"
"IMMEDIATE","15170","CLINICAL_TREATMENT","4535"
"IMMEDIATE","15177","CLINICAL_CONDITION","4535"
"IMMEDIATE","15195","TREATMENT_PRESCRIBER","4535"
"IMMEDIATE","15196","TREATMENT_PRESCRIBER","4535"
"IMMEDIATE","15198","CLINICAL_PATIENT","4535"
"IMMEDIATE","15203","CLINICAL_PATIENT","4535"
"IMMEDIATE","15207","TREATMENT_PRESCRIBER","4535"
"IMMEDIATE","15213","TREATMENT_PRESCRIBER","4535"
"IMMEDIATE","15214","TREATMENT_PRESCRIBER","4535"
"IMMEDIATE","15218","TREATMENT_PRESCRIBER","4535"
"IMMEDIATE","15219","TREATMENT_PRESCRIBER","4535"
"IMMEDIATE","15228","CLINICAL_PATIENT","4535"
"IMMEDIATE","15233","CLINICAL_PATIENT","4535"
"IMMEDIATE","15249","CLINICAL_PATIENT","4535"
"IMMEDIATE","15253","CLINICAL_PATIENT","4535"
"IMMEDIATE","15256","CLINICAL_PATIENT","4535"
"IMMEDIATE","15263","CLINICAL_TREATMENT","4535"
"IMMEDIATE","15264","CLINICAL_TREATMENT","4535"
"IMMEDIATE","15270","CLINICAL_PATIENT","4535"
"IMMEDIATE","15272","TREATMENT_PRESCRIBER","4535"
"IMMEDIATE","15275","CLINICAL_PATIENT","4535"
"IMMEDIATE","15279","CLINICAL_PATIENT","4535"
"IMMEDIATE","15284","CLINICAL_PATIENT","4535"
"IMMEDIATE","15285","CLINICAL_PATIENT","4535"
"IMMEDIATE","15295","CLINICAL_PATIENT","4535"
"IMMEDIATE","15297","TREATMENT_PRESCRIBER","4535"
"IMMEDIATE","15298","TREATMENT_PRESCRIBER","4535"
"IMMEDIATE","15301","CLINICAL_CONDITION","4535"
"IMMEDIATE","15302","CLINICAL_CONDITION","4535"
"IMMEDIATE","15308","CLINICAL_PATIENT","4535"
"IMMEDIATE","15310","CLINICAL_PATIENT","4535"
"IMMEDIATE","15313","CLINICAL_PATIENT","4535"
"IMMEDIATE","15321","CLINICAL_PATIENT","4535"
"IMMEDIATE","15324","CLINICAL_PATIENT","4535"
"IMMEDIATE","15343","CLINICAL_PATIENT","4535"
"IMMEDIATE","15345","CLINICAL_PATIENT","4535"
"IMMEDIATE","15347","CLINICAL_TREATMENT","4535"
"IMMEDIATE","15387","CLINICAL_PATIENT","4535"
"IMMEDIATE","15389","TREATMENT_PRESCRIBER","4535"
"IMMEDIATE","15390","TREATMENT_PRESCRIBER","4535"
"IMMEDIATE","15391","TREATMENT_PRESCRIBER","4535"
"IMMEDIATE","15393","POPULATION_OTHER","4535"
"IMMEDIATE","15436","CLINICAL_PATIENT","4535"
"IMMEDIATE","15438","CLINICAL_PATIENT","4535"
"IMMEDIATE","15444","CLINICAL_TREATMENT","4535"
"IMMEDIATE","15451","CLINICAL_TREATMENT","4535"
"IMMEDIATE","15469","CLINICAL_PATIENT","4535"
"IMMEDIATE","15471","CLINICAL_PATIENT","4535"
"IMMEDIATE","15474","CLINICAL_PATIENT","4535"
"IMMEDIATE","15480","CLINICAL_CONDITION","4535"
"IMMEDIATE","15486","CLINICAL_CONDITION","4535"
"IMMEDIATE","15488","CLINICAL_PATIENT","4535"
"IMMEDIATE","15490","CLINICAL_CONDITION","4535"
"IMMEDIATE","15493","CLINICAL_CONDITION","4535"
"IMMEDIATE","15552","CLINICAL_CONDITION","4535"
"IMMEDIATE","15555","CLINICAL_PATIENT","4535"
"IMMEDIATE","15557","CLINICAL_PATIENT","4535"
"IMMEDIATE","15559","CLINICAL_PATIENT","4535"
"IMMEDIATE","15563","CLINICAL_PATIENT","4535"
"IMMEDIATE","15586","CLINICAL_CONDITION","4535"
"IMMEDIATE","15587","CLINICAL_CONDITION","4535"
"IMMEDIATE","15627","CLINICAL_PATIENT","4535"
"IMMEDIATE","15628","CLINICAL_PATIENT","4535"
"IMMEDIATE","15631","CLINICAL_PATIENT","4535"
"IMMEDIATE","15644","CLINICAL_PATIENT","4535"
"IMMEDIATE","15648","CLINICAL_TREATMENT","4535"
"IMMEDIATE","15667","CLINICAL_PATIENT","4535"
"IMMEDIATE","15685","TREATMENT_PRESCRIBER","4535"
"IMMEDIATE","15688","CLINICAL_PATIENT","4535"
"IMMEDIATE","15701","CLINICAL_TREATMENT","4535"
"IMMEDIATE","15703","CLINICAL_PATIENT","4535"
"IMMEDIATE","15707","CLINICAL_PATIENT","4535"
"IMMEDIATE","15710","CLINICAL_PATIENT","4535"
"IMMEDIATE","15712","CLINICAL_TREATMENT","4535"
"IMMEDIATE","15729","CLINICAL_PATIENT","4535"
"IMMEDIATE","15739","CLINICAL_PATIENT","4535"
"IMMEDIATE","15741","CLINICAL_PATIENT","4535"
"IMMEDIATE","15743","CLINICAL_TREATMENT","4535"
"IMMEDIATE","15793","CLINICAL_PATIENT","4535"
"IMMEDIATE","15802","CLINICAL_PATIENT","4535"
"IMMEDIATE","15830","CLINICAL_PATIENT","4535"
"IMMEDIATE","15859","CLINICAL_PATIENT","4535"
"IMMEDIATE","15881","CLINICAL_PATIENT","4535"
"IMMEDIATE","15884","TREATMENT_PRESCRIBER","4535"
"IMMEDIATE","15899","CLINICAL_PATIENT","4535"
"IMMEDIATE","15906","CLINICAL_PATIENT","4535"
"IMMEDIATE","15914","CLINICAL_TREATMENT","4535"
"IMMEDIATE","15918","CLINICAL_PATIENT","4535"
"IMMEDIATE","15925","CLINICAL_PATIENT","4535"
"IMMEDIATE","15973","POPULATION_AGE","4535"
"IMMEDIATE","15999","CLINICAL_PATIENT","4535"
"IMMEDIATE","16024","CLINICAL_PATIENT","4535"
"IMMEDIATE","16066","CLINICAL_PATIENT","4535"
"IMMEDIATE","16067","CLINICAL_PATIENT","4535"
"IMMEDIATE","16069","CLINICAL_PATIENT","4535"
"IMMEDIATE","16070","CLINICAL_PATIENT","4535"
"IMMEDIATE","16111","CLINICAL_PATIENT","4535"
"IMMEDIATE","16116","CLINICAL_PATIENT","4535"
"IMMEDIATE","16118","CLINICAL_PATIENT","4535"
"IMMEDIATE","16120","CLINICAL_PATIENT","4535"
"IMMEDIATE","16125","CLINICAL_PATIENT","4535"
"IMMEDIATE","16127","CLINICAL_PATIENT","4535"
"IMMEDIATE","16134","CLINICAL_PATIENT","4535"
"IMMEDIATE","16135","CLINICAL_PATIENT","4535"
"IMMEDIATE","16138","CLINICAL_PATIENT","4535"
"IMMEDIATE","16139","CLINICAL_PATIENT","4535"
"IMMEDIATE","16140","CLINICAL_PATIENT","4535"
"IMMEDIATE","16143","CLINICAL_PATIENT","4535"
"IMMEDIATE","16162","CLINICAL_PATIENT","4535"
"IMMEDIATE","16163","CLINICAL_PATIENT","4535"
"IMMEDIATE","16164","CLINICAL_PATIENT","4535"
"IMMEDIATE","16171","CLINICAL_PATIENT","4535"
"IMMEDIATE","16172","CLINICAL_PATIENT","4535"
"IMMEDIATE","16173","CLINICAL_PATIENT","4535"
"IMMEDIATE","16177","CLINICAL_PATIENT","4535"
"IMMEDIATE","16276","CLINICAL_TREATMENT","4535"
"IMMEDIATE","16282","CLINICAL_TREATMENT","4535"
"IMMEDIATE","16284","CLINICAL_TREATMENT","4535"
"IMMEDIATE","16308","CLINICAL_PATIENT","4535"
"IMMEDIATE","16315","CLINICAL_PATIENT","4535"
"IMMEDIATE","16332","CLINICAL_PATIENT","4535"
"IMMEDIATE","16333","CLINICAL_PATIENT","4535"
"IMMEDIATE","16336","CLINICAL_PATIENT","4535"
"IMMEDIATE","16337","CLINICAL_PATIENT","4535"
"IMMEDIATE","16344","CLINICAL_PATIENT","4535"
"IMMEDIATE","16345","CLINICAL_PATIENT","4535"
"IMMEDIATE","16347","CLINICAL_PATIENT","4535"
"IMMEDIATE","16349","CLINICAL_PATIENT","4535"
"IMMEDIATE","16351","CLINICAL_PATIENT","4535"
"IMMEDIATE","16373","CLINICAL_CONDITION","4535"
"IMMEDIATE","16375","CLINICAL_CONDITION","4535"
"IMMEDIATE","16377","CLINICAL_PATIENT","4535"
"IMMEDIATE","16380","CLINICAL_PATIENT","4535"
"IMMEDIATE","16384","CLINICAL_PATIENT","4535"
"IMMEDIATE","16422","TREATMENT_PRESCRIBER","4535"
"IMMEDIATE","16425","TREATMENT_PRESCRIBER","4535"
"IMMEDIATE","16429","CLINICAL_PATIENT","4535"
"IMMEDIATE","16450","CLINICAL_PATIENT","4535"
"IMMEDIATE","16544","CLINICAL_PATIENT","4535"
"IMMEDIATE","16614","CLINICAL_PATIENT","4535"
"IMMEDIATE","16675","CLINICAL_PATIENT","4535"
"IMMEDIATE","16682","CLINICAL_PATIENT","4535"
"IMMEDIATE","16683","CLINICAL_PATIENT","4535"
"IMMEDIATE","16684","CLINICAL_PATIENT","4535"
"IMMEDIATE","16688","CLINICAL_PATIENT","4535"
"IMMEDIATE","16693","CLINICAL_PATIENT","4535"
"IMMEDIATE","16705","CLINICAL_PATIENT","4535"
"IMMEDIATE","16707","CLINICAL_PATIENT","4535"
"IMMEDIATE","16708","CLINICAL_PATIENT","4535"
"IMMEDIATE","16709","CLINICAL_PATIENT","4535"
"IMMEDIATE","16710","CLINICAL_PATIENT","4535"
"IMMEDIATE","16751","CLINICAL_PATIENT","4535"
"IMMEDIATE","16763","CLINICAL_TREATMENT","4535"
"IMMEDIATE","16778","CLINICAL_PATIENT","4535"
"IMMEDIATE","16782","TREATMENT_PRESCRIBER","4535"
"IMMEDIATE","16789","CLINICAL_PATIENT","4535"
"IMMEDIATE","16898","CLINICAL_TREATMENT","4535"
"IMMEDIATE","16920","CLINICAL_PATIENT","4535"
"IMMEDIATE","16934","CLINICAL_PATIENT","4535"
"IMMEDIATE","16963","CLINICAL_TREATMENT","4535"
"IMMEDIATE","16992","TREATMENT_PRESCRIBER","4535"
"IMMEDIATE","16995","CLINICAL_PATIENT","4535"
"IMMEDIATE","17076","CLINICAL_PATIENT","4535"
"IMMEDIATE","17078","CLINICAL_PATIENT","4535"
"IMMEDIATE","17165","CLINICAL_PATIENT","4535"
"IMMEDIATE","17172","CLINICAL_PATIENT","4535"
"IMMEDIATE","17178","CLINICAL_PATIENT","4535"
"IMMEDIATE","17180","CLINICAL_PATIENT","4535"
"IMMEDIATE","17221","CLINICAL_PATIENT","4535"
"IMMEDIATE","17222","CLINICAL_PATIENT","4535"
"IMMEDIATE","17224","CLINICAL_PATIENT","4535"
"IMMEDIATE","17225","CLINICAL_PATIENT","4535"
"IMMEDIATE","17226","CLINICAL_PATIENT","4535"
"IMMEDIATE","17227","CLINICAL_PATIENT","4535"
"IMMEDIATE","17228","CLINICAL_PATIENT","4535"
"IMMEDIATE","17232","CLINICAL_TREATMENT","4535"
"IMMEDIATE","17233","CLINICAL_TREATMENT","4535"
"IMMEDIATE","17234","CLINICAL_TREATMENT","4535"
"IMMEDIATE","17235","CLINICAL_TREATMENT","4535"
"IMMEDIATE","17236","CLINICAL_TREATMENT","4535"
